,tg,lon,lat,twcrPath,era20cPath,eraintPath,merraPath,erafivePath
440,"manzanillo_b,mexico_001.csv",-104.33,19.053,"./20cr/manzanillo_b,mexico_001.csv","./era20c/manzanillo_b,mexico_001.csv","./eraint/manzanillo_b,mexico_001.csv","./merra/manzanillo_b,mexico_001.csv","./erafive/manzanillo_b,mexico_001.csv"
441,maputo_190a_mozambique.csv,32.7,-26.167,./20cr/maputo_190a_mozambique.csv,./era20c/maputo_190a_mozambique.csv,,,
442,maputo_b_190b_mozambique.csv,32.57,-25.975,./20cr/maputo_b_190b_mozambique.csv,./era20c/maputo_b_190b_mozambique.csv,./eraint/maputo_b_190b_mozambique.csv,./merra/maputo_b_190b_mozambique.csv,./erafive/maputo_b_190b_mozambique.csv
443,marsden_point_398a_new_zealand.csv,174.5,-35.833,./20cr/marsden_point_398a_new_zealand.csv,./era20c/marsden_point_398a_new_zealand.csv,./eraint/marsden_point_398a_new_zealand.csv,./merra/marsden_point_398a_new_zealand.csv,./erafive/marsden_point_398a_new_zealand.csv
444,marseille_france.csv,5.35,43.3,./20cr/marseille_france.csv,./era20c/marseille_france.csv,./eraint/marseille_france.csv,./merra/marseille_france.csv,./erafive/marseille_france.csv
445,marviken_012_sweden.csv,16.837,58.554,./20cr/marviken_012_sweden.csv,./era20c/marviken_012_sweden.csv,./eraint/marviken_012_sweden.csv,./merra/marviken_012_sweden.csv,./erafive/marviken_012_sweden.csv
446,mar_del_plata_b_729b_argentina.csv,-57.55,-38.05,./20cr/mar_del_plata_b_729b_argentina.csv,./era20c/mar_del_plata_b_729b_argentina.csv,./eraint/mar_del_plata_b_729b_argentina.csv,./merra/mar_del_plata_b_729b_argentina.csv,./erafive/mar_del_plata_b_729b_argentina.csv
447,masirah_113a_oman.csv,58.872,20.687,./20cr/masirah_113a_oman.csv,./era20c/masirah_113a_oman.csv,./eraint/masirah_113a_oman.csv,./merra/masirah_113a_oman.csv,./erafive/masirah_113a_oman.csv
448,"massacre_bay,ak_550a_usa.csv",173.2,52.833,"./20cr/massacre_bay,ak_550a_usa.csv","./era20c/massacre_bay,ak_550a_usa.csv",,,
449,matarani_b_094b_peru.csv,-72.117,-17.0,./20cr/matarani_b_094b_peru.csv,./era20c/matarani_b_094b_peru.csv,./eraint/matarani_b_094b_peru.csv,./merra/matarani_b_094b_peru.csv,./erafive/matarani_b_094b_peru.csv
450,matavai_590a_french_polynesia.csv,-149.52,-17.517,./20cr/matavai_590a_french_polynesia.csv,./era20c/matavai_590a_french_polynesia.csv,,,
451,matsuyama_japan.csv,132.72,33.867,./20cr/matsuyama_japan.csv,./era20c/matsuyama_japan.csv,./eraint/matsuyama_japan.csv,./merra/matsuyama_japan.csv,./erafive/matsuyama_japan.csv
452,mawson_177a_australia.csv,62.883,-67.6,./20cr/mawson_177a_australia.csv,./era20c/mawson_177a_australia.csv,./eraint/mawson_177a_australia.csv,./merra/mawson_177a_australia.csv,./erafive/mawson_177a_australia.csv
453,"mayaguez,_pr_736a_usa.csv",-67.16,18.22,"./20cr/mayaguez,_pr_736a_usa.csv","./era20c/mayaguez,_pr_736a_usa.csv","./eraint/mayaguez,_pr_736a_usa.csv","./merra/mayaguez,_pr_736a_usa.csv","./erafive/mayaguez,_pr_736a_usa.csv"
454,"mayport,fl_753a_usa.csv",-81.432,30.395,"./20cr/mayport,fl_753a_usa.csv","./era20c/mayport,fl_753a_usa.csv","./eraint/mayport,fl_753a_usa.csv","./merra/mayport,fl_753a_usa.csv","./erafive/mayport,fl_753a_usa.csv"
455,mazatlan_673a_mexico.csv,-106.42,23.198,./20cr/mazatlan_673a_mexico.csv,./era20c/mazatlan_673a_mexico.csv,,,
456,melilla_melilla_spain.csv,-2.918,35.291,./20cr/melilla_melilla_spain.csv,./era20c/melilla_melilla_spain.csv,./eraint/melilla_melilla_spain.csv,./merra/melilla_melilla_spain.csv,./erafive/melilla_melilla_spain.csv
457,meneng_158a_indonesia.csv,114.38,-8.1167,./20cr/meneng_158a_indonesia.csv,./era20c/meneng_158a_indonesia.csv,./eraint/meneng_158a_indonesia.csv,./merra/meneng_158a_indonesia.csv,./erafive/meneng_158a_indonesia.csv
458,mera_japan.csv,139.83,34.917,./20cr/mera_japan.csv,./era20c/mera_japan.csv,./eraint/mera_japan.csv,./merra/mera_japan.csv,./erafive/mera_japan.csv
459,messina_messina_italy.csv,15.563,38.196,./20cr/messina_messina_italy.csv,./era20c/messina_messina_italy.csv,./eraint/messina_messina_italy.csv,./merra/messina_messina_italy.csv,./erafive/messina_messina_italy.csv
460,"miami,hauloverpier_001.csv",-80.117,25.9,"./20cr/miami,hauloverpier_001.csv","./era20c/miami,hauloverpier_001.csv","./eraint/miami,hauloverpier_001.csv","./merra/miami,hauloverpier_001.csv","./erafive/miami,hauloverpier_001.csv"
461,miamibeach_usa.csv,-80.132,25.768,./20cr/miamibeach_usa.csv,./era20c/miamibeach_usa.csv,./eraint/miamibeach_usa.csv,./merra/miamibeach_usa.csv,./erafive/miamibeach_usa.csv
462,midway_050a_usa_trust.csv,-177.37,28.217,./20cr/midway_050a_usa_trust.csv,./era20c/midway_050a_usa_trust.csv,./eraint/midway_050a_usa_trust.csv,./merra/midway_050a_usa_trust.csv,./erafive/midway_050a_usa_trust.csv
463,milfordhaven_p056_uk.csv,-5.0143,51.702,./20cr/milfordhaven_p056_uk.csv,./era20c/milfordhaven_p056_uk.csv,./eraint/milfordhaven_p056_uk.csv,./merra/milfordhaven_p056_uk.csv,./erafive/milfordhaven_p056_uk.csv
464,millport_p049_uk.csv,-4.9058,55.75,./20cr/millport_p049_uk.csv,./era20c/millport_p049_uk.csv,./eraint/millport_p049_uk.csv,./merra/millport_p049_uk.csv,./erafive/millport_p049_uk.csv
465,minamidaito_japan.csv,131.23,25.867,./20cr/minamidaito_japan.csv,./era20c/minamidaito_japan.csv,./eraint/minamidaito_japan.csv,./merra/minamidaito_japan.csv,./erafive/minamidaito_japan.csv
466,minamitorishima_japan.csv,153.98,24.3,./20cr/minamitorishima_japan.csv,./era20c/minamitorishima_japan.csv,./eraint/minamitorishima_japan.csv,./merra/minamitorishima_japan.csv,./erafive/minamitorishima_japan.csv
467,mina_sulman_182a_bahrain.csv,50.6,26.233,./20cr/mina_sulman_182a_bahrain.csv,./era20c/mina_sulman_182a_bahrain.csv,./eraint/mina_sulman_182a_bahrain.csv,./merra/mina_sulman_182a_bahrain.csv,./erafive/mina_sulman_182a_bahrain.csv
468,miri_388a_malaysia.csv,113.97,4.3917,./20cr/miri_388a_malaysia.csv,./era20c/miri_388a_malaysia.csv,./eraint/miri_388a_malaysia.csv,./merra/miri_388a_malaysia.csv,./erafive/miri_388a_malaysia.csv
469,misumi_japan.csv,130.45,32.617,./20cr/misumi_japan.csv,./era20c/misumi_japan.csv,./eraint/misumi_japan.csv,./merra/misumi_japan.csv,./erafive/misumi_japan.csv
470,miyakejima_357a_japan.csv,139.48,34.067,./20cr/miyakejima_357a_japan.csv,./era20c/miyakejima_357a_japan.csv,./eraint/miyakejima_357a_japan.csv,./merra/miyakejima_357a_japan.csv,./erafive/miyakejima_357a_japan.csv
471,miyako_japan.csv,141.98,39.65,./20cr/miyako_japan.csv,./era20c/miyako_japan.csv,./eraint/miyako_japan.csv,./merra/miyako_japan.csv,./erafive/miyako_japan.csv
472,mocamedes_238a_angola.csv,12.145,-15.192,./20cr/mocamedes_238a_angola.csv,./era20c/mocamedes_238a_angola.csv,,,
473,mokuoloe_061a_usa.csv,-157.8,21.433000000000003,./20cr/mokuoloe_061a_usa.csv,./era20c/mokuoloe_061a_usa.csv,./eraint/mokuoloe_061a_usa.csv,./merra/mokuoloe_061a_usa.csv,./erafive/mokuoloe_061a_usa.csv
474,mombasa_101a_kenya.csv,39.657,-4.07,./20cr/mombasa_101a_kenya.csv,./era20c/mombasa_101a_kenya.csv,./eraint/mombasa_101a_kenya.csv,./merra/mombasa_101a_kenya.csv,./erafive/mombasa_101a_kenya.csv
475,monaco_port_hercule_france.csv,7.4215,43.729,./20cr/monaco_port_hercule_france.csv,./era20c/monaco_port_hercule_france.csv,./eraint/monaco_port_hercule_france.csv,./merra/monaco_port_hercule_france.csv,./erafive/monaco_port_hercule_france.csv
476,"mona_is.,_pr_267a_usa.csv",-67.938,18.09,"./20cr/mona_is.,_pr_267a_usa.csv","./era20c/mona_is.,_pr_267a_usa.csv","./eraint/mona_is.,_pr_267a_usa.csv","./merra/mona_is.,_pr_267a_usa.csv","./erafive/mona_is.,_pr_267a_usa.csv"
477,"montauk,ny_279a_usa.csv",-71.96,41.048,"./20cr/montauk,ny_279a_usa.csv","./era20c/montauk,ny_279a_usa.csv","./eraint/montauk,ny_279a_usa.csv","./merra/montauk,ny_279a_usa.csv","./erafive/montauk,ny_279a_usa.csv"
478,"monterey,ca_555a_usa.csv",-121.89,36.605,"./20cr/monterey,ca_555a_usa.csv","./era20c/monterey,ca_555a_usa.csv","./eraint/monterey,ca_555a_usa.csv","./merra/monterey,ca_555a_usa.csv","./erafive/monterey,ca_555a_usa.csv"
479,montoir_de_bretagne_.csv,-2.1084,47.306,./20cr/montoir_de_bretagne_.csv,,./eraint/montoir_de_bretagne_.csv,./merra/montoir_de_bretagne_.csv,./erafive/montoir_de_bretagne_.csv
480,morayfirth_p207_uk.csv,-4.0022,57.599,./20cr/morayfirth_p207_uk.csv,./era20c/morayfirth_p207_uk.csv,./eraint/morayfirth_p207_uk.csv,./merra/morayfirth_p207_uk.csv,./erafive/morayfirth_p207_uk.csv
481,mossel_bay_185a_south_africa.csv,22.13300000000001,-34.183,./20cr/mossel_bay_185a_south_africa.csv,./era20c/mossel_bay_185a_south_africa.csv,./eraint/mossel_bay_185a_south_africa.csv,./merra/mossel_bay_185a_south_africa.csv,./erafive/mossel_bay_185a_south_africa.csv
482,motril_motril_spain.csv,-3.524,36.72,./20cr/motril_motril_spain.csv,./era20c/motril_motril_spain.csv,./eraint/motril_motril_spain.csv,./merra/motril_motril_spain.csv,./erafive/motril_motril_spain.csv
483,moulmein_906a_myanmar.csv,97.622,16.465,./20cr/moulmein_906a_myanmar.csv,./era20c/moulmein_906a_myanmar.csv,./eraint/moulmein_906a_myanmar.csv,./merra/moulmein_906a_myanmar.csv,./erafive/moulmein_906a_myanmar.csv
484,mumbles_p932_uk.csv,-3.9754,51.57,./20cr/mumbles_p932_uk.csv,./era20c/mumbles_p932_uk.csv,./eraint/mumbles_p932_uk.csv,./merra/mumbles_p932_uk.csv,./erafive/mumbles_p932_uk.csv
485,murotomisaki_japan.csv,134.17,33.267,./20cr/murotomisaki_japan.csv,./era20c/murotomisaki_japan.csv,./eraint/murotomisaki_japan.csv,./merra/murotomisaki_japan.csv,./erafive/murotomisaki_japan.csv
486,muscat_b_110b_oman.csv,58.565,23.628,./20cr/muscat_b_110b_oman.csv,./era20c/muscat_b_110b_oman.csv,./eraint/muscat_b_110b_oman.csv,./merra/muscat_b_110b_oman.csv,./erafive/muscat_b_110b_oman.csv
487,nagasaki_japan.csv,129.87,32.733000000000004,./20cr/nagasaki_japan.csv,./era20c/nagasaki_japan.csv,./eraint/nagasaki_japan.csv,./merra/nagasaki_japan.csv,./erafive/nagasaki_japan.csv
488,nagoya_japan.csv,136.88,35.083,./20cr/nagoya_japan.csv,./era20c/nagoya_japan.csv,./eraint/nagoya_japan.csv,./merra/nagoya_japan.csv,./erafive/nagoya_japan.csv
489,naha_japan.csv,127.67,26.217,./20cr/naha_japan.csv,./era20c/naha_japan.csv,./eraint/naha_japan.csv,./merra/naha_japan.csv,./erafive/naha_japan.csv
490,"nain,nf_01430_canada.csv",-61.683,56.55,"./20cr/nain,nf_01430_canada.csv","./era20c/nain,nf_01430_canada.csv","./eraint/nain,nf_01430_canada.csv","./merra/nain,nf_01430_canada.csv","./erafive/nain,nf_01430_canada.csv"
491,nakano_shima_345a_japan.csv,129.84,29.842,./20cr/nakano_shima_345a_japan.csv,./era20c/nakano_shima_345a_japan.csv,./eraint/nakano_shima_345a_japan.csv,./merra/nakano_shima_345a_japan.csv,./erafive/nakano_shima_345a_japan.csv
492,nantes_usine_brulee_.csv,-1.5742,47.20399999999999,./20cr/nantes_usine_brulee_.csv,./era20c/nantes_usine_brulee_.csv,./eraint/nantes_usine_brulee_.csv,./merra/nantes_usine_brulee_.csv,./erafive/nantes_usine_brulee_.csv
493,nantucketisland_usa.csv,-70.097,41.285,./20cr/nantucketisland_usa.csv,./era20c/nantucketisland_usa.csv,./eraint/nantucketisland_usa.csv,./merra/nantucketisland_usa.csv,./erafive/nantucketisland_usa.csv
494,naos_b_300b_panama.csv,-79.533,8.9167,./20cr/naos_b_300b_panama.csv,./era20c/naos_b_300b_panama.csv,./eraint/naos_b_300b_panama.csv,./merra/naos_b_300b_panama.csv,./erafive/naos_b_300b_panama.csv
495,napier_668a_new_zealand.csv,176.92,-39.483,./20cr/napier_668a_new_zealand.csv,./era20c/napier_668a_new_zealand.csv,./eraint/napier_668a_new_zealand.csv,./merra/napier_668a_new_zealand.csv,./erafive/napier_668a_new_zealand.csv
496,naples_usa.csv,-81.807,26.13,./20cr/naples_usa.csv,./era20c/naples_usa.csv,./eraint/naples_usa.csv,./merra/naples_usa.csv,./erafive/naples_usa.csv
497,napoli_napoli_italy.csv,14.269,40.841,./20cr/napoli_napoli_italy.csv,./era20c/napoli_napoli_italy.csv,./eraint/napoli_napoli_italy.csv,./merra/napoli_napoli_italy.csv,./erafive/napoli_napoli_italy.csv
498,natal_c_202c_brazil.csv,-35.195,-5.7517,./20cr/natal_c_202c_brazil.csv,./era20c/natal_c_202c_brazil.csv,./eraint/natal_c_202c_brazil.csv,./merra/natal_c_202c_brazil.csv,./erafive/natal_c_202c_brazil.csv
499,nauru_001.csv,166.91,-0.5283,./20cr/nauru_001.csv,./era20c/nauru_001.csv,./eraint/nauru_001.csv,./merra/nauru_001.csv,./erafive/nauru_001.csv
500,nawiliwili_058a_usa.csv,-159.36,21.955,./20cr/nawiliwili_058a_usa.csv,./era20c/nawiliwili_058a_usa.csv,./eraint/nawiliwili_058a_usa.csv,./merra/nawiliwili_058a_usa.csv,./erafive/nawiliwili_058a_usa.csv
501,naze_359a_japan.csv,129.5,28.38300000000001,./20cr/naze_359a_japan.csv,./era20c/naze_359a_japan.csv,./eraint/naze_359a_japan.csv,./merra/naze_359a_japan.csv,./erafive/naze_359a_japan.csv
502,"neah_bay,wa_558a_usa.csv",-124.62,48.368,"./20cr/neah_bay,wa_558a_usa.csv","./era20c/neah_bay,wa_558a_usa.csv","./eraint/neah_bay,wa_558a_usa.csv","./merra/neah_bay,wa_558a_usa.csv","./erafive/neah_bay,wa_558a_usa.csv"
503,nelson_077a_new_zealand.csv,173.27,-41.267,./20cr/nelson_077a_new_zealand.csv,./era20c/nelson_077a_new_zealand.csv,./eraint/nelson_077a_new_zealand.csv,./merra/nelson_077a_new_zealand.csv,./erafive/nelson_077a_new_zealand.csv
504,newcastle_019_australia.csv,151.78,-32.926,./20cr/newcastle_019_australia.csv,./era20c/newcastle_019_australia.csv,./eraint/newcastle_019_australia.csv,./merra/newcastle_019_australia.csv,./erafive/newcastle_019_australia.csv
505,newhaven_p011_uk.csv,0.05703,50.782,./20cr/newhaven_p011_uk.csv,./era20c/newhaven_p011_uk.csv,./eraint/newhaven_p011_uk.csv,./merra/newhaven_p011_uk.csv,./erafive/newhaven_p011_uk.csv
506,newlondon_usa.csv,-72.09,41.361,./20cr/newlondon_usa.csv,./era20c/newlondon_usa.csv,./eraint/newlondon_usa.csv,./merra/newlondon_usa.csv,./erafive/newlondon_usa.csv
507,newlyn_p001_uk.csv,-5.5417,50.102,./20cr/newlyn_p001_uk.csv,./era20c/newlyn_p001_uk.csv,./eraint/newlyn_p001_uk.csv,./merra/newlyn_p001_uk.csv,./erafive/newlyn_p001_uk.csv
508,"newport,ri_253a_usa.csv",-71.327,41.505,"./20cr/newport,ri_253a_usa.csv","./era20c/newport,ri_253a_usa.csv","./eraint/newport,ri_253a_usa.csv","./merra/newport,ri_253a_usa.csv","./erafive/newport,ri_253a_usa.csv"
509,newport_p057_uk.csv,-2.9874,51.55,./20cr/newport_p057_uk.csv,./era20c/newport_p057_uk.csv,./eraint/newport_p057_uk.csv,./merra/newport_p057_uk.csv,./erafive/newport_p057_uk.csv
510,newport_usa.csv,-71.327,41.505,./20cr/newport_usa.csv,./era20c/newport_usa.csv,./eraint/newport_usa.csv,./merra/newport_usa.csv,./erafive/newport_usa.csv
511,"newwestminster,bc_07654_canada.csv",-122.91,49.2,"./20cr/newwestminster,bc_07654_canada.csv","./era20c/newwestminster,bc_07654_canada.csv","./eraint/newwestminster,bc_07654_canada.csv","./merra/newwestminster,bc_07654_canada.csv","./erafive/newwestminster,bc_07654_canada.csv"
512,newyork_thebattery__usa.csv,-74.014,40.701,./20cr/newyork_thebattery__usa.csv,./era20c/newyork_thebattery__usa.csv,./eraint/newyork_thebattery__usa.csv,./merra/newyork_thebattery__usa.csv,./erafive/newyork_thebattery__usa.csv
513,"new_london,ct_744a_usa.csv",-72.087,41.355,"./20cr/new_london,ct_744a_usa.csv","./era20c/new_london,ct_744a_usa.csv","./eraint/new_london,ct_744a_usa.csv","./merra/new_london,ct_744a_usa.csv","./erafive/new_london,ct_744a_usa.csv"
514,"new_york,ny_745a_usa.csv",-74.015,40.7,"./20cr/new_york,ny_745a_usa.csv","./era20c/new_york,ny_745a_usa.csv","./eraint/new_york,ny_745a_usa.csv","./merra/new_york,ny_745a_usa.csv","./erafive/new_york,ny_745a_usa.csv"
515,nice_france.csv,7.2853,43.69600000000001,./20cr/nice_france.csv,./era20c/nice_france.csv,./eraint/nice_france.csv,./merra/nice_france.csv,./erafive/nice_france.csv
516,nishinoomote_363a_japan.csv,131.0,30.732,./20cr/nishinoomote_363a_japan.csv,./era20c/nishinoomote_363a_japan.csv,./eraint/nishinoomote_363a_japan.csv,./merra/nishinoomote_363a_japan.csv,./erafive/nishinoomote_363a_japan.csv
517,"nome,ak_595a_usa.csv",-165.43,64.5,"./20cr/nome,ak_595a_usa.csv","./era20c/nome,ak_595a_usa.csv","./eraint/nome,ak_595a_usa.csv","./merra/nome,ak_595a_usa.csv","./erafive/nome,ak_595a_usa.csv"
518,norfolk_island_b_062b_australia.csv,167.95,-29.067,./20cr/norfolk_island_b_062b_australia.csv,./era20c/norfolk_island_b_062b_australia.csv,./eraint/norfolk_island_b_062b_australia.csv,./merra/norfolk_island_b_062b_australia.csv,./erafive/norfolk_island_b_062b_australia.csv
519,northshields_p032_uk.csv,-1.4398,55.007,./20cr/northshields_p032_uk.csv,./era20c/northshields_p032_uk.csv,./eraint/northshields_p032_uk.csv,./merra/northshields_p032_uk.csv,./erafive/northshields_p032_uk.csv
520,"northsydney,ns_00612_canada.csv",-60.25,46.217,"./20cr/northsydney,ns_00612_canada.csv","./era20c/northsydney,ns_00612_canada.csv","./eraint/northsydney,ns_00612_canada.csv","./merra/northsydney,ns_00612_canada.csv","./erafive/northsydney,ns_00612_canada.csv"
521,nosy_be_150a_madagascar.csv,48.3,-13.4,./20cr/nosy_be_150a_madagascar.csv,./era20c/nosy_be_150a_madagascar.csv,./eraint/nosy_be_150a_madagascar.csv,./merra/nosy_be_150a_madagascar.csv,./erafive/nosy_be_150a_madagascar.csv
522,noto_japan.csv,137.15,37.5,./20cr/noto_japan.csv,./era20c/noto_japan.csv,./eraint/noto_japan.csv,./merra/noto_japan.csv,./erafive/noto_japan.csv
523,nouakchott_806a_mauritania.csv,-16.037,17.99,./20cr/nouakchott_806a_mauritania.csv,./era20c/nouakchott_806a_mauritania.csv,./eraint/nouakchott_806a_mauritania.csv,./merra/nouakchott_806a_mauritania.csv,./erafive/nouakchott_806a_mauritania.csv
524,noumea_b_019b_france.csv,166.44,-22.292,./20cr/noumea_b_019b_france.csv,./era20c/noumea_b_019b_france.csv,./eraint/noumea_b_019b_france.csv,./merra/noumea_b_019b_france.csv,./erafive/noumea_b_019b_france.csv
525,nuku_alofa_038a_tonga.csv,-175.2,-21.133000000000006,./20cr/nuku_alofa_038a_tonga.csv,./era20c/nuku_alofa_038a_tonga.csv,./eraint/nuku_alofa_038a_tonga.csv,./merra/nuku_alofa_038a_tonga.csv,./erafive/nuku_alofa_038a_tonga.csv
526,nuku_hiva_031a_french_polynesia.csv,-140.08,-8.93,./20cr/nuku_hiva_031a_french_polynesia.csv,./era20c/nuku_hiva_031a_french_polynesia.csv,./eraint/nuku_hiva_031a_french_polynesia.csv,./merra/nuku_hiva_031a_french_polynesia.csv,./erafive/nuku_hiva_031a_french_polynesia.csv
527,"ny_alesund,norway_001.csv",11.95,78.933,"./20cr/ny_alesund,norway_001.csv","./era20c/ny_alesund,norway_001.csv","./eraint/ny_alesund,norway_001.csv","./merra/ny_alesund,norway_001.csv","./erafive/ny_alesund,norway_001.csv"
528,odawara_japan.csv,139.15,35.23300000000001,./20cr/odawara_japan.csv,,./eraint/odawara_japan.csv,./merra/odawara_japan.csv,./erafive/odawara_japan.csv
529,ofunato_japan.csv,141.72,39.067,./20cr/ofunato_japan.csv,./era20c/ofunato_japan.csv,./eraint/ofunato_japan.csv,./merra/ofunato_japan.csv,./erafive/ofunato_japan.csv
530,okada_japan.csv,139.38,34.783,./20cr/okada_japan.csv,./era20c/okada_japan.csv,./eraint/okada_japan.csv,./merra/okada_japan.csv,./erafive/okada_japan.csv
531,olandsnorraudde_013_sweden.csv,17.097,57.36600000000001,./20cr/olandsnorraudde_013_sweden.csv,./era20c/olandsnorraudde_013_sweden.csv,./eraint/olandsnorraudde_013_sweden.csv,./merra/olandsnorraudde_013_sweden.csv,./erafive/olandsnorraudde_013_sweden.csv
532,omaezaki_japan.csv,138.22,34.617,./20cr/omaezaki_japan.csv,./era20c/omaezaki_japan.csv,./eraint/omaezaki_japan.csv,./merra/omaezaki_japan.csv,./erafive/omaezaki_japan.csv
533,onahama_japan.csv,140.9,36.933,./20cr/onahama_japan.csv,./era20c/onahama_japan.csv,./eraint/onahama_japan.csv,./merra/onahama_japan.csv,./erafive/onahama_japan.csv
534,ortona_ortona_italy.csv,14.415,42.356,./20cr/ortona_ortona_italy.csv,./era20c/ortona_ortona_italy.csv,./eraint/ortona_ortona_italy.csv,./merra/ortona_ortona_italy.csv,./erafive/ortona_ortona_italy.csv
535,osaka_japan.csv,135.43,34.65,./20cr/osaka_japan.csv,./era20c/osaka_japan.csv,./eraint/osaka_japan.csv,./merra/osaka_japan.csv,./erafive/osaka_japan.csv
536,oskarshamn_014_sweden.csv,16.477999999999998,57.275,./20cr/oskarshamn_014_sweden.csv,./era20c/oskarshamn_014_sweden.csv,./eraint/oskarshamn_014_sweden.csv,./merra/oskarshamn_014_sweden.csv,./erafive/oskarshamn_014_sweden.csv
537,oslo_004_norway.csv,10.734000000000002,59.909,./20cr/oslo_004_norway.csv,./era20c/oslo_004_norway.csv,./eraint/oslo_004_norway.csv,./merra/oslo_004_norway.csv,./erafive/oslo_004_norway.csv
538,otaru_japan.csv,141.0,43.2,./20cr/otaru_japan.csv,./era20c/otaru_japan.csv,./eraint/otaru_japan.csv,./merra/otaru_japan.csv,./erafive/otaru_japan.csv
539,otranto_otranto_italy.csv,18.497,40.147,./20cr/otranto_otranto_italy.csv,./era20c/otranto_otranto_italy.csv,./eraint/otranto_otranto_italy.csv,./merra/otranto_otranto_italy.csv,./erafive/otranto_otranto_italy.csv
540,oulu_008_finland.csv,25.41800000000001,65.04,./20cr/oulu_008_finland.csv,./era20c/oulu_008_finland.csv,./eraint/oulu_008_finland.csv,./merra/oulu_008_finland.csv,./erafive/oulu_008_finland.csv
541,oura_japan.csv,130.22,32.983000000000004,./20cr/oura_japan.csv,./era20c/oura_japan.csv,./eraint/oura_japan.csv,./merra/oura_japan.csv,./erafive/oura_japan.csv
542,owase_japan.csv,136.22,34.067,./20cr/owase_japan.csv,./era20c/owase_japan.csv,./eraint/owase_japan.csv,./merra/owase_japan.csv,./erafive/owase_japan.csv
543,padang_b_107b_indonesia.csv,100.37,-1.0,./20cr/padang_b_107b_indonesia.csv,./era20c/padang_b_107b_indonesia.csv,./eraint/padang_b_107b_indonesia.csv,./merra/padang_b_107b_indonesia.csv,./erafive/padang_b_107b_indonesia.csv
544,"pago_bay,_guam_037a_usa.csv",144.8,13.428,"./20cr/pago_bay,_guam_037a_usa.csv","./era20c/pago_bay,_guam_037a_usa.csv","./eraint/pago_bay,_guam_037a_usa.csv","./merra/pago_bay,_guam_037a_usa.csv","./erafive/pago_bay,_guam_037a_usa.csv"
545,pago_pago_056a_usa_trust.csv,-170.68,-14.283,./20cr/pago_pago_056a_usa_trust.csv,./era20c/pago_pago_056a_usa_trust.csv,./eraint/pago_pago_056a_usa_trust.csv,./merra/pago_pago_056a_usa_trust.csv,./erafive/pago_pago_056a_usa_trust.csv
546,paimboeuf_.csv,-2.0004,47.287,./20cr/paimboeuf_.csv,,./eraint/paimboeuf_.csv,./merra/paimboeuf_.csv,./erafive/paimboeuf_.csv
547,paita_b_678b_peru.csv,-81.167,-5.0833,./20cr/paita_b_678b_peru.csv,./era20c/paita_b_678b_peru.csv,./eraint/paita_b_678b_peru.csv,./merra/paita_b_678b_peru.csv,./erafive/paita_b_678b_peru.csv
548,palermo_palermo_italy.csv,13.371,38.121,./20cr/palermo_palermo_italy.csv,./era20c/palermo_palermo_italy.csv,./eraint/palermo_palermo_italy.csv,./merra/palermo_palermo_italy.csv,./erafive/palermo_palermo_italy.csv
549,palinuro_palinuro_italy.csv,15.275,40.032,./20cr/palinuro_palinuro_italy.csv,./era20c/palinuro_palinuro_italy.csv,./eraint/palinuro_palinuro_italy.csv,./merra/palinuro_palinuro_italy.csv,./erafive/palinuro_palinuro_italy.csv
550,palma_de_mallorca_palmademallorca_spain.csv,2.6375,39.56,./20cr/palma_de_mallorca_palmademallorca_spain.csv,./era20c/palma_de_mallorca_palmademallorca_spain.csv,./eraint/palma_de_mallorca_palmademallorca_spain.csv,./merra/palma_de_mallorca_palmademallorca_spain.csv,./erafive/palma_de_mallorca_palmademallorca_spain.csv
551,palmeira_235a_portugal.csv,-22.983,16.755,./20cr/palmeira_235a_portugal.csv,./era20c/palmeira_235a_portugal.csv,./eraint/palmeira_235a_portugal.csv,./merra/palmeira_235a_portugal.csv,./erafive/palmeira_235a_portugal.csv
552,palmyra_island_043a_proprietary.csv,-162.09,5.8833,./20cr/palmyra_island_043a_proprietary.csv,./era20c/palmyra_island_043a_proprietary.csv,,,
553,panama_city_beach_761a_usa.csv,-85.88,30.213,./20cr/panama_city_beach_761a_usa.csv,./era20c/panama_city_beach_761a_usa.csv,./eraint/panama_city_beach_761a_usa.csv,./merra/panama_city_beach_761a_usa.csv,./erafive/panama_city_beach_761a_usa.csv
554,papeete_b_015b_french_polynesia.csv,-149.57,-17.532,./20cr/papeete_b_015b_french_polynesia.csv,./era20c/papeete_b_015b_french_polynesia.csv,./eraint/papeete_b_015b_french_polynesia.csv,./merra/papeete_b_015b_french_polynesia.csv,./erafive/papeete_b_015b_french_polynesia.csv
555,pari_159a_indonesia.csv,106.62,-5.85,./20cr/pari_159a_indonesia.csv,./era20c/pari_159a_indonesia.csv,./eraint/pari_159a_indonesia.csv,./merra/pari_159a_indonesia.csv,./erafive/pari_159a_indonesia.csv
556,"patriciabay,bc_07277_canada.csv",-123.45,48.654,"./20cr/patriciabay,bc_07277_canada.csv","./era20c/patriciabay,bc_07277_canada.csv","./eraint/patriciabay,bc_07277_canada.csv","./merra/patriciabay,bc_07277_canada.csv","./erafive/patriciabay,bc_07277_canada.csv"
