,tg,lon,lat,path
0,"aasiaat,greenland_001.csv",-52.883,68.71,"./eraint/aasiaat,greenland_001.csv"
1,abashiri_japan.csv,144.28,44.017,./eraint/abashiri_japan.csv
2,aberdeen_p038_uk.csv,-2.0745,57.143,./eraint/aberdeen_p038_uk.csv
3,abidjan_vridi_230a_ivory_coast.csv,-4.0,5.2417,./eraint/abidjan_vridi_230a_ivory_coast.csv
4,aburatsu_japan.csv,131.42,31.567,./eraint/aburatsu_japan.csv
5,acajutla_c_082c_el_salvador.csv,-89.833,13.583,./eraint/acajutla_c_082c_el_salvador.csv
6,"acapulco_c,gro._316c_mexico.csv",-99.912,16.84,"./eraint/acapulco_c,gro._316c_mexico.csv"
7,"adak,alaska_040a_usa.csv",-176.63,51.863,"./eraint/adak,alaska_040a_usa.csv"
8,"aden_172a_yemen,_p.d.r.csv",44.975,12.788,"./eraint/aden_172a_yemen,_p.d.r.csv"
9,"aguadilla,pr_263a_usa.csv",-67.163,18.457,"./eraint/aguadilla,pr_263a_usa.csv"
10,ajaccio_aspretto_france.csv,8.7628,41.923,./eraint/ajaccio_aspretto_france.csv
11,akabane_japan.csv,137.18,34.6,./eraint/akabane_japan.csv
12,akyab__sittwe__907a_myanmar.csv,92.903,20.14,./eraint/akyab__sittwe__907a_myanmar.csv
13,alameda_navalairstation__usa.csv,-122.3,37.772,./eraint/alameda_navalairstation__usa.csv
14,albany_001_australia.csv,117.88,-35.024,./eraint/albany_001_australia.csv
15,alcudia_alcudia_spain.csv,3.1392,39.835,./eraint/alcudia_alcudia_spain.csv
16,algeciras_alge_spain.csv,-5.4333,36.117,./eraint/algeciras_alge_spain.csv
17,almeria_almeria_spain.csv,-2.478,36.83,./eraint/almeria_almeria_spain.csv
18,alotau_069a_papua_new_guinea.csv,150.45,-10.168,./eraint/alotau_069a_papua_new_guinea.csv
19,amami_japan.csv,129.53,28.317,./eraint/amami_japan.csv
20,ambon_b_133b_indonesia.csv,128.18,-3.6833,./eraint/ambon_b_133b_indonesia.csv
21,"ammassalik,greenland_001.csv",-37.0,65.5,"./eraint/ammassalik,greenland_001.csv"
22,ammassalik_297a_denmark.csv,-37.0,65.6,./eraint/ammassalik_297a_denmark.csv
23,anchorage_usa.csv,-149.89,61.238,./eraint/anchorage_usa.csv
24,ancona_ancona_italy.csv,13.505999999999998,43.625,./eraint/ancona_ancona_italy.csv
25,andenes_001.csv,16.15,69.317,./eraint/andenes_001.csv
26,angra_heroismo_b_215b_portugal.csv,-27.24,38.65,./eraint/angra_heroismo_b_215b_portugal.csv
27,annapolis_navalacademy__usa.csv,-76.482,38.983,./eraint/annapolis_navalacademy__usa.csv
28,antofagasta_080a_chile.csv,-70.4,-23.65,./eraint/antofagasta_080a_chile.csv
29,apalachicola_usa.csv,-84.98200000000001,29.727,./eraint/apalachicola_usa.csv
30,apia_b_401b_western_samoa.csv,-171.75,-13.817,./eraint/apia_b_401b_western_samoa.csv
31,arcachon_eyrac_.csv,-1.1636,44.665,./eraint/arcachon_eyrac_.csv
32,"arecibo,_pr_735a_usa.csv",-66.702,18.48,"./eraint/arecibo,_pr_735a_usa.csv"
33,"arena_cove,_ca_573a_usa.csv",-123.71,38.913,"./eraint/arena_cove,_ca_573a_usa.csv"
34,"argentia,nf_00835_canada.csv",-53.983,47.3,"./eraint/argentia,nf_00835_canada.csv"
35,arica_083a_chile.csv,-70.333,-18.467,./eraint/arica_083a_chile.csv
36,arrecife_arre_spain.csv,-13.53,28.972,./eraint/arrecife_arre_spain.csv
37,ascension_uk.csv,-14.417,-7.9167,./eraint/ascension_uk.csv
38,"astoria,or_572a_usa.csv",-123.77,46.208,"./eraint/astoria,or_572a_usa.csv"
39,atlantic_city_264a_usa.csv,-74.418,39.355,./eraint/atlantic_city_264a_usa.csv
40,auckland_070a_new_zealand.csv,174.77,-36.85,./eraint/auckland_070a_new_zealand.csv
41,avonmouth_p060_uk.csv,-2.715,51.511,./eraint/avonmouth_p060_uk.csv
42,awayuki_japan.csv,134.6,33.767,./eraint/awayuki_japan.csv
43,ayukawa_japan.csv,141.5,38.3,./eraint/ayukawa_japan.csv
44,bahia_los_angeles_310a_mexico.csv,-113.55,28.958,./eraint/bahia_los_angeles_310a_mexico.csv
45,bakar_bakar_I_croatia.csv,14.533,45.3,./eraint/bakar_bakar_I_croatia.csv
46,balboa_302a_panama.csv,-79.57300000000002,8.9617,./eraint/balboa_302a_panama.csv
47,baltimore_usa.csv,-76.578,39.267,./eraint/baltimore_usa.csv
48,baltra_b_003b_ecuador.csv,-90.285,-0.435,./eraint/baltra_b_003b_ecuador.csv
