,tg,lon,lat,twcrPath,era20cPath,eraintPath,merraPath,erafivePath,20CR,ERA-20c,ERA-Interim,MERRA,ERA-FIVE,lowestRMSE,twcrBest,era20cBest,eraintBest,merraBest,erafiveBest
704,sanfrancisco_usa,-122.47,37.807,./20cr/sanfrancisco_usa.7z,./era20c/sanfrancisco_usa.7z,./eraint/sanfrancisco_usa.7z,./merra/sanfrancisco_usa.7z,./erafive/sanfrancisco_usa.7z,0.066341848,0.063453915,0.058817718,0.060165126,0.061940089,ERA-Interim,,,- best reconstruction,,
705,"sanjuan,puertorico,usa_001",-66.117,18.467,"./20cr/sanjuan,puertorico,usa_001.7z","./era20c/sanjuan,puertorico,usa_001.7z","./eraint/sanjuan,puertorico,usa_001.7z","./merra/sanjuan,puertorico,usa_001.7z","./erafive/sanjuan,puertorico,usa_001.7z",0.039637383,0.035705295,0.036377803,0.037835989,0.03834144,ERA-20c,,- best reconstruction,,,
706,"santacruz,galapagos,ecuador_001",-90.312,-0.7533,"./20cr/santacruz,galapagos,ecuador_001.7z","./era20c/santacruz,galapagos,ecuador_001.7z","./eraint/santacruz,galapagos,ecuador_001.7z","./merra/santacruz,galapagos,ecuador_001.7z","./erafive/santacruz,galapagos,ecuador_001.7z",0.04660756,0.048962545,0.045768267,0.045537947,0.046625494,MERRA,,,,- best reconstruction,
707,santamonica_municipalpier__usa,-118.5,34.008,./20cr/santamonica_municipalpier__usa.7z,./era20c/santamonica_municipalpier__usa.7z,./eraint/santamonica_municipalpier__usa.7z,./merra/santamonica_municipalpier__usa.7z,./erafive/santamonica_municipalpier__usa.7z,0.055720288,0.055911824,0.047989207,0.050728348,0.04648294,ERA-FIVE,,,,,- best reconstruction
708,santana_ssn_b_717b_brazil,-51.18,-0.0567,./20cr/santana_ssn_b_717b_brazil.7z,./era20c/santana_ssn_b_717b_brazil.7z,./eraint/santana_ssn_b_717b_brazil.7z,./merra/santana_ssn_b_717b_brazil.7z,./erafive/santana_ssn_b_717b_brazil.7z,0.252602198,0.247833684,0.238643142,0.263873706,0.246253075,ERA-Interim,,,- best reconstruction,,
709,santander_ieo_spain,-3.79,43.461,./20cr/santander_ieo_spain.7z,./era20c/santander_ieo_spain.7z,./eraint/santander_ieo_spain.7z,./merra/santander_ieo_spain.7z,./erafive/santander_ieo_spain.7z,0.087498556,0.081783803,0.081202227,0.086887135,0.080101983,ERA-FIVE,,,,,- best reconstruction
710,"santa_barbara,_ca_577a_usa",-119.69,34.408,"./20cr/santa_barbara,_ca_577a_usa.7z","./era20c/santa_barbara,_ca_577a_usa.7z","./eraint/santa_barbara,_ca_577a_usa.7z","./merra/santa_barbara,_ca_577a_usa.7z","./erafive/santa_barbara,_ca_577a_usa.7z",0.06515005,0.062981596,0.064912719,0.063879321,0.050631875,ERA-FIVE,,,,,- best reconstruction
711,santa_cruz_030a_ecuador,-90.313,-0.755,./20cr/santa_cruz_030a_ecuador.7z,./era20c/santa_cruz_030a_ecuador.7z,./eraint/santa_cruz_030a_ecuador.7z,./merra/santa_cruz_030a_ecuador.7z,./erafive/santa_cruz_030a_ecuador.7z,0.041696429,0.045349848,0.041245171,0.041410612,0.041322484,ERA-Interim,,,- best reconstruction,,
712,"santa_monica,_ca_578a_usa",-118.5,34.008,"./20cr/santa_monica,_ca_578a_usa.7z","./era20c/santa_monica,_ca_578a_usa.7z","./eraint/santa_monica,_ca_578a_usa.7z","./merra/santa_monica,_ca_578a_usa.7z","./erafive/santa_monica,_ca_578a_usa.7z",0.06038701,0.068756779,0.057186195,0.056261565,0.056563583,MERRA,,,,- best reconstruction,
713,san_andres_737a_colombia,-81.7,12.583,./20cr/san_andres_737a_colombia.7z,./era20c/san_andres_737a_colombia.7z,./eraint/san_andres_737a_colombia.7z,./merra/san_andres_737a_colombia.7z,./erafive/san_andres_737a_colombia.7z,0.066830212,0.066511129,0.065965736,0.066212798,0.065191214,ERA-FIVE,,,,,- best reconstruction
714,san_carlos_674a_mexico,-112.12,24.79,./20cr/san_carlos_674a_mexico.7z,./era20c/san_carlos_674a_mexico.7z,./eraint/san_carlos_674a_mexico.7z,./merra/san_carlos_674a_mexico.7z,./erafive/san_carlos_674a_mexico.7z,0.052898443,0.055359722,0.055935329,0.049369948,0.049117124,ERA-FIVE,,,,,- best reconstruction
715,san_diego_569a_usa,-117.17,32.713,./20cr/san_diego_569a_usa.7z,./era20c/san_diego_569a_usa.7z,./eraint/san_diego_569a_usa.7z,./merra/san_diego_569a_usa.7z,./erafive/san_diego_569a_usa.7z,0.043652645,0.040708134,0.04928735,0.04318394,0.041618014,ERA-20c,,- best reconstruction,,,
716,san_felipe_307a_mexico,-114.82,31.018,./20cr/san_felipe_307a_mexico.7z,./era20c/san_felipe_307a_mexico.7z,./eraint/san_felipe_307a_mexico.7z,./merra/san_felipe_307a_mexico.7z,./erafive/san_felipe_307a_mexico.7z,0.099776038,0.106818096,0.107188328,0.11080304,0.096756725,ERA-FIVE,,,,,- best reconstruction
717,san_felix_035a_chile,-80.108,-26.292,./20cr/san_felix_035a_chile.7z,./era20c/san_felix_035a_chile.7z,./eraint/san_felix_035a_chile.7z,./merra/san_felix_035a_chile.7z,./erafive/san_felix_035a_chile.7z,0.041279848,0.045889566,0.04573666,0.042246934,0.04274595,20CR,- best reconstruction,,,,
718,"san_francisco,ca_551a_usa",-122.47,37.807,"./20cr/san_francisco,ca_551a_usa.7z","./era20c/san_francisco,ca_551a_usa.7z","./eraint/san_francisco,ca_551a_usa.7z","./merra/san_francisco,ca_551a_usa.7z","./erafive/san_francisco,ca_551a_usa.7z",0.061897013,0.051635163,0.058750149,0.055851186,0.054930916,ERA-20c,,- best reconstruction,,,
719,san_jose_675a_guatemala,-90.833,13.917,./20cr/san_jose_675a_guatemala.7z,./era20c/san_jose_675a_guatemala.7z,,,,,,,,,,,,,,
720,"san_juan,pr_245a_usa",-66.117,18.46,"./20cr/san_juan,pr_245a_usa.7z","./era20c/san_juan,pr_245a_usa.7z","./eraint/san_juan,pr_245a_usa.7z","./merra/san_juan,pr_245a_usa.7z","./erafive/san_juan,pr_245a_usa.7z",0.038309232,0.039093555,0.031871082,0.032787152,0.032249096,ERA-Interim,,,- best reconstruction,,
721,san_juan_b_096b_peru,-75.2,-15.367,./20cr/san_juan_b_096b_peru.7z,./era20c/san_juan_b_096b_peru.7z,./eraint/san_juan_b_096b_peru.7z,./merra/san_juan_b_096b_peru.7z,./erafive/san_juan_b_096b_peru.7z,0.075107301,0.078037167,0.076663031,0.080021115,0.077880827,20CR,- best reconstruction,,,,
722,san_quintin_308a_mexico,-115.98,30.483,./20cr/san_quintin_308a_mexico.7z,./era20c/san_quintin_308a_mexico.7z,./eraint/san_quintin_308a_mexico.7z,./merra/san_quintin_308a_mexico.7z,./erafive/san_quintin_308a_mexico.7z,0.04917308,0.046001,0.047902391,0.051539899,0.045173875,ERA-FIVE,,,,,- best reconstruction
723,sao_tome_225a_sao_tome_principe,6.5133,0.0167,./20cr/sao_tome_225a_sao_tome_principe.7z,./era20c/sao_tome_225a_sao_tome_principe.7z,./eraint/sao_tome_225a_sao_tome_principe.7z,./merra/sao_tome_225a_sao_tome_principe.7z,./erafive/sao_tome_225a_sao_tome_principe.7z,0.042380426,0.043904955,0.04705146,0.047497728,0.040851859,ERA-FIVE,,,,,- best reconstruction
724,saumlaki_420a_indonesia,131.29,-7.9817,./20cr/saumlaki_420a_indonesia.7z,./era20c/saumlaki_420a_indonesia.7z,./eraint/saumlaki_420a_indonesia.7z,./merra/saumlaki_420a_indonesia.7z,./erafive/saumlaki_420a_indonesia.7z,0.034042938,0.038260627,0.037567683,0.037735828,0.039727713,20CR,- best reconstruction,,,,
725,scott_base_663a_new_zealand,166.75,-77.85,./20cr/scott_base_663a_new_zealand.7z,./era20c/scott_base_663a_new_zealand.7z,./eraint/scott_base_663a_new_zealand.7z,./merra/scott_base_663a_new_zealand.7z,./erafive/scott_base_663a_new_zealand.7z,0.099225442,0.079348194,0.084182338,0.089104311,0.083851968,ERA-20c,,- best reconstruction,,,
726,seattle_usa,-122.34,47.603,./20cr/seattle_usa.7z,./era20c/seattle_usa.7z,./eraint/seattle_usa.7z,./merra/seattle_usa.7z,./erafive/seattle_usa.7z,0.103946332,0.088304994,0.08212431,0.077513057,0.077852221,MERRA,,,,- best reconstruction,
727,seaveyisland_usa,-70.742,43.08,./20cr/seaveyisland_usa.7z,./era20c/seaveyisland_usa.7z,./eraint/seaveyisland_usa.7z,./merra/seaveyisland_usa.7z,./erafive/seaveyisland_usa.7z,0.107332573,0.128984023,0.122733218,0.127139144,0.102697921,ERA-FIVE,,,,,- best reconstruction
728,sedili_324a_malaysia,104.11,1.9317,./20cr/sedili_324a_malaysia.7z,./era20c/sedili_324a_malaysia.7z,./eraint/sedili_324a_malaysia.7z,./merra/sedili_324a_malaysia.7z,./erafive/sedili_324a_malaysia.7z,0.08795882,0.082080848,0.077806676,0.077168695,0.08829826,MERRA,,,,- best reconstruction,
729,seldovia_usa,-151.72,59.44,./20cr/seldovia_usa.7z,./era20c/seldovia_usa.7z,./eraint/seldovia_usa.7z,./merra/seldovia_usa.7z,./erafive/seldovia_usa.7z,0.154178343,0.135578256,0.154041299,0.12410293,0.115427681,ERA-FIVE,,,,,- best reconstruction
730,sete_france,3.6991,43.398,./20cr/sete_france.7z,./era20c/sete_france.7z,./eraint/sete_france.7z,./merra/sete_france.7z,./erafive/sete_france.7z,0.121838241,0.081855134,0.111195918,0.145619172,0.163150053,ERA-20c,,- best reconstruction,,,
731,settlement_point_b_257b_bahamas,-78.997,26.71,./20cr/settlement_point_b_257b_bahamas.7z,./era20c/settlement_point_b_257b_bahamas.7z,./eraint/settlement_point_b_257b_bahamas.7z,./merra/settlement_point_b_257b_bahamas.7z,./erafive/settlement_point_b_257b_bahamas.7z,0.050878577,0.060249097,0.052886826,0.05951602,0.05432645,20CR,- best reconstruction,,,,
732,"seward_c,ak_560c_usa",-149.43,60.12,"./20cr/seward_c,ak_560c_usa.7z","./era20c/seward_c,ak_560c_usa.7z","./eraint/seward_c,ak_560c_usa.7z","./merra/seward_c,ak_560c_usa.7z","./erafive/seward_c,ak_560c_usa.7z",0.225550931,0.178627535,0.104521843,0.114223607,0.102869813,ERA-FIVE,,,,,- best reconstruction
733,"sewellspoint,hamptonroads_usa",-76.33,36.947,"./20cr/sewellspoint,hamptonroads_usa.7z","./era20c/sewellspoint,hamptonroads_usa.7z","./eraint/sewellspoint,hamptonroads_usa.7z","./merra/sewellspoint,hamptonroads_usa.7z","./erafive/sewellspoint,hamptonroads_usa.7z",0.153977135,0.14374744,0.117565433,0.124111742,0.114597661,ERA-FIVE,,,,,- best reconstruction
734,shanwei_641a_china,115.35,22.75,./20cr/shanwei_641a_china.7z,./era20c/shanwei_641a_china.7z,./eraint/shanwei_641a_china.7z,./merra/shanwei_641a_china.7z,./erafive/shanwei_641a_china.7z,0.103186214,0.125808425,0.118561488,0.122160178,0.104724702,20CR,- best reconstruction,,,,
735,sheerness_p015_uk,0.74306,51.442,./20cr/sheerness_p015_uk.7z,./era20c/sheerness_p015_uk.7z,./eraint/sheerness_p015_uk.7z,./merra/sheerness_p015_uk.7z,./erafive/sheerness_p015_uk.7z,0.24554174,0.232247849,0.193509494,0.198700621,0.207638414,ERA-Interim,,,- best reconstruction,,
736,shijiusuo_642a_china,119.55,35.383,./20cr/shijiusuo_642a_china.7z,./era20c/shijiusuo_642a_china.7z,./eraint/shijiusuo_642a_china.7z,./merra/shijiusuo_642a_china.7z,./erafive/shijiusuo_642a_china.7z,0.140969154,0.184687059,0.140005965,0.141967349,0.138752246,ERA-FIVE,,,,,- best reconstruction
737,shimizuminato_japan,138.52,35.017,./20cr/shimizuminato_japan.7z,./era20c/shimizuminato_japan.7z,./eraint/shimizuminato_japan.7z,./merra/shimizuminato_japan.7z,./erafive/shimizuminato_japan.7z,0.091195144,0.081103111,0.076272198,0.087433684,0.076633916,ERA-Interim,,,- best reconstruction,,
738,shimokita_japan,141.23,41.367,./20cr/shimokita_japan.7z,./era20c/shimokita_japan.7z,./eraint/shimokita_japan.7z,./merra/shimokita_japan.7z,./erafive/shimokita_japan.7z,0.085447674,0.080655779,0.078204581,0.079489484,0.069743829,ERA-FIVE,,,,,- best reconstruction
739,shimonoseki_japan,130.93,33.933,./20cr/shimonoseki_japan.7z,./era20c/shimonoseki_japan.7z,./eraint/shimonoseki_japan.7z,./merra/shimonoseki_japan.7z,./erafive/shimonoseki_japan.7z,0.080827606,0.077774562,0.074301641,0.077595849,0.075436361,ERA-Interim,,,- best reconstruction,,
740,shirahama_japan,135.38,33.683,./20cr/shirahama_japan.7z,./era20c/shirahama_japan.7z,./eraint/shirahama_japan.7z,./merra/shirahama_japan.7z,./erafive/shirahama_japan.7z,0.088928986,0.095079101,0.080406506,0.082399601,0.088244743,ERA-Interim,,,- best reconstruction,,
741,sibolga_b_122b_indonesia,98.767,1.75,./20cr/sibolga_b_122b_indonesia.7z,./era20c/sibolga_b_122b_indonesia.7z,./eraint/sibolga_b_122b_indonesia.7z,./merra/sibolga_b_122b_indonesia.7z,./erafive/sibolga_b_122b_indonesia.7z,0.066765405,0.065083698,0.06489013,0.063799104,0.064378395,MERRA,,,,- best reconstruction,
742,"siboney,cuba_001",-82.472,23.092,"./20cr/siboney,cuba_001.7z","./era20c/siboney,cuba_001.7z","./eraint/siboney,cuba_001.7z","./merra/siboney,cuba_001.7z","./erafive/siboney,cuba_001.7z",0.103158313,0.103701826,0.10432562,0.103066291,0.10146757,ERA-FIVE,,,,,- best reconstruction
743,simon_s_town_221a_south_africa,18.433,-34.183,./20cr/simon_s_town_221a_south_africa.7z,./era20c/simon_s_town_221a_south_africa.7z,./eraint/simon_s_town_221a_south_africa.7z,./merra/simon_s_town_221a_south_africa.7z,./erafive/simon_s_town_221a_south_africa.7z,0.114188225,0.085724188,0.104849416,0.080426759,0.085580657,MERRA,,,,- best reconstruction,
744,simrishamn_017_sweden,14.358,55.557,./20cr/simrishamn_017_sweden.7z,./era20c/simrishamn_017_sweden.7z,./eraint/simrishamn_017_sweden.7z,./merra/simrishamn_017_sweden.7z,./erafive/simrishamn_017_sweden.7z,0.15034568,0.141347645,0.131171776,0.166112915,0.132946117,ERA-Interim,,,- best reconstruction,,
745,"sisimiut,greenland_001",-53.667,66.933,"./20cr/sisimiut,greenland_001.7z","./era20c/sisimiut,greenland_001.7z","./eraint/sisimiut,greenland_001.7z","./merra/sisimiut,greenland_001.7z","./erafive/sisimiut,greenland_001.7z",0.1236897,0.116337037,0.110947766,0.116333892,0.132401661,ERA-Interim,,,- best reconstruction,,
746,"sitka,ak_559a_usa",-135.34,57.052,"./20cr/sitka,ak_559a_usa.7z","./era20c/sitka,ak_559a_usa.7z","./eraint/sitka,ak_559a_usa.7z","./merra/sitka,ak_559a_usa.7z","./erafive/sitka,ak_559a_usa.7z",0.116551497,0.104887001,0.085116957,0.094774197,0.090574392,ERA-Interim,,,- best reconstruction,,
747,skagsudde_018_sweden,19.012,63.191,./20cr/skagsudde_018_sweden.7z,./era20c/skagsudde_018_sweden.7z,./eraint/skagsudde_018_sweden.7z,./merra/skagsudde_018_sweden.7z,./erafive/skagsudde_018_sweden.7z,0.14972245,0.148308158,0.144547733,0.14100133,0.136510413,ERA-FIVE,,,,,- best reconstruction
748,skagway_usa,-135.33,59.45,./20cr/skagway_usa.7z,./era20c/skagway_usa.7z,./eraint/skagway_usa.7z,./merra/skagway_usa.7z,./erafive/skagway_usa.7z,0.137878952,0.173892995,0.119988404,0.127458882,0.12467893,ERA-Interim,,,- best reconstruction,,
749,skanor_019_sweden,12.829,55.417,./20cr/skanor_019_sweden.7z,./era20c/skanor_019_sweden.7z,./eraint/skanor_019_sweden.7z,./merra/skanor_019_sweden.7z,./erafive/skanor_019_sweden.7z,0.188887084,0.178153621,0.151544863,0.172132007,0.151673,ERA-Interim,,,- best reconstruction,,
750,smogen_020_sweden,11.218,58.354,./20cr/smogen_020_sweden.7z,./era20c/smogen_020_sweden.7z,./eraint/smogen_020_sweden.7z,./merra/smogen_020_sweden.7z,./erafive/smogen_020_sweden.7z,0.138664535,0.132763337,0.115295067,0.131658043,0.115937924,ERA-Interim,,,- best reconstruction,,
751,socorro_090a_mexico,-111.02,18.733,./20cr/socorro_090a_mexico.7z,./era20c/socorro_090a_mexico.7z,,,,,,,,,,,,,,
752,solenzara_france,9.4038,41.857,./20cr/solenzara_france.7z,,./eraint/solenzara_france.7z,./merra/solenzara_france.7z,./erafive/solenzara_france.7z,,,,,,,,,,,
753,solomonsisland_biol.lab.__usa,-76.452,38.317,./20cr/solomonsisland_biol.lab.__usa.7z,./era20c/solomonsisland_biol.lab.__usa.7z,./eraint/solomonsisland_biol.lab.__usa.7z,./merra/solomonsisland_biol.lab.__usa.7z,./erafive/solomonsisland_biol.lab.__usa.7z,0.117541818,0.115428045,0.109221176,0.118909976,0.105602769,ERA-FIVE,,,,,- best reconstruction
754,"southcaicos,u.k._001",-72,22,"./20cr/southcaicos,u.k._001.7z","./era20c/southcaicos,u.k._001.7z","./eraint/southcaicos,u.k._001.7z","./merra/southcaicos,u.k._001.7z","./erafive/southcaicos,u.k._001.7z",0.124821668,0.120345883,0.132590161,0.118404648,0.121642514,MERRA,,,,- best reconstruction,
755,"south_beach,or_592a_usa",-124.04,44.625,"./20cr/south_beach,or_592a_usa.7z","./era20c/south_beach,or_592a_usa.7z","./eraint/south_beach,or_592a_usa.7z","./merra/south_beach,or_592a_usa.7z","./erafive/south_beach,or_592a_usa.7z",0.119258318,0.098798137,0.086554589,0.089162754,0.095556947,ERA-Interim,,,- best reconstruction,,
756,south_caicos_720a_uk,-71.533,21.483,./20cr/south_caicos_720a_uk.7z,./era20c/south_caicos_720a_uk.7z,./eraint/south_caicos_720a_uk.7z,./merra/south_caicos_720a_uk.7z,./erafive/south_caicos_720a_uk.7z,0.090970666,0.085996013,0.102997375,0.113772091,0.107865674,ERA-20c,,- best reconstruction,,,
757,"south_pass,_la_764a_usa",-89.14,28.99,"./20cr/south_pass,_la_764a_usa.7z","./era20c/south_pass,_la_764a_usa.7z","./eraint/south_pass,_la_764a_usa.7z","./merra/south_pass,_la_764a_usa.7z","./erafive/south_pass,_la_764a_usa.7z",0.110059064,0.118585236,0.121071878,0.110666053,0.110438551,20CR,- best reconstruction,,,,
758,spikarna_021_sweden,17.531,62.363,./20cr/spikarna_021_sweden.7z,./era20c/spikarna_021_sweden.7z,./eraint/spikarna_021_sweden.7z,./merra/spikarna_021_sweden.7z,./erafive/spikarna_021_sweden.7z,0.148724618,0.153155671,0.126630273,0.130041767,0.124898259,ERA-FIVE,,,,,- best reconstruction
759,split_spli_croatia,16.442,43.507,./20cr/split_spli_croatia.7z,./era20c/split_spli_croatia.7z,,,,,,,,,,,,,,
760,springmaidpier_usa,-78.918,33.655,./20cr/springmaidpier_usa.7z,./era20c/springmaidpier_usa.7z,./eraint/springmaidpier_usa.7z,./merra/springmaidpier_usa.7z,./erafive/springmaidpier_usa.7z,0.138475752,0.111689738,0.138613023,0.153478863,0.110733537,ERA-FIVE,,,,,- best reconstruction
761,spring_bay_335a_australia,147.93,-42.55,./20cr/spring_bay_335a_australia.7z,./era20c/spring_bay_335a_australia.7z,./eraint/spring_bay_335a_australia.7z,./merra/spring_bay_335a_australia.7z,./erafive/spring_bay_335a_australia.7z,0.099118442,0.152369297,0.072066039,0.0690415,0.070495835,MERRA,,,,- best reconstruction,
762,"st.croix,_akalimetreebay__001",-64.753,17.697,"./20cr/st.croix,_akalimetreebay__001.7z","./era20c/st.croix,_akalimetreebay__001.7z","./eraint/st.croix,_akalimetreebay__001.7z","./merra/st.croix,_akalimetreebay__001.7z","./erafive/st.croix,_akalimetreebay__001.7z",0.037990138,0.037483796,0.037458985,0.037425372,0.037364703,ERA-FIVE,,,,,- best reconstruction
763,"st.johns,nf_00905_canada",-52.717,47.567,"./20cr/st.johns,nf_00905_canada.7z","./era20c/st.johns,nf_00905_canada.7z","./eraint/st.johns,nf_00905_canada.7z","./merra/st.johns,nf_00905_canada.7z","./erafive/st.johns,nf_00905_canada.7z",0.158092624,0.143021221,0.125655327,0.117179709,0.106942441,ERA-FIVE,,,,,- best reconstruction
764,st.paulisland_001,77.583,-38.717,./20cr/st.paulisland_001.7z,./era20c/st.paulisland_001.7z,./eraint/st.paulisland_001.7z,./merra/st.paulisland_001.7z,./erafive/st.paulisland_001.7z,0.110425073,0.083936918,0.113435088,0.1186121,0.087213902,ERA-20c,,- best reconstruction,,,
765,st.petersburg_usa,-82.627,27.761,./20cr/st.petersburg_usa.7z,./era20c/st.petersburg_usa.7z,./eraint/st.petersburg_usa.7z,./merra/st.petersburg_usa.7z,./erafive/st.petersburg_usa.7z,0.131552556,0.094183922,0.09525359,0.104624228,0.099543855,ERA-20c,,- best reconstruction,,,
766,"st._augustine,fl_262a_usa",-81.262,29.857,"./20cr/st._augustine,fl_262a_usa.7z","./era20c/st._augustine,fl_262a_usa.7z","./eraint/st._augustine,fl_262a_usa.7z","./merra/st._augustine,fl_262a_usa.7z","./erafive/st._augustine,fl_262a_usa.7z",0.119445912,0.132987404,0.130889205,0.132258332,0.134494443,20CR,- best reconstruction,,,,
767,st._helena_292a_united_kingdom,-5.7167,-15.917,./20cr/st._helena_292a_united_kingdom.7z,./era20c/st._helena_292a_united_kingdom.7z,./eraint/st._helena_292a_united_kingdom.7z,./merra/st._helena_292a_united_kingdom.7z,./erafive/st._helena_292a_united_kingdom.7z,0.026558937,0.023036796,0.022523748,0.022376369,0.022335447,ERA-FIVE,,,,,- best reconstruction
768,st._john_s_b_276b_canada,-52.7,47.567,./20cr/st._john_s_b_276b_canada.7z,./era20c/st._john_s_b_276b_canada.7z,./eraint/st._john_s_b_276b_canada.7z,./merra/st._john_s_b_276b_canada.7z,./erafive/st._john_s_b_276b_canada.7z,0.163248478,0.142063224,0.107921783,0.125213471,0.127358374,ERA-Interim,,,- best reconstruction,,
769,"st._petersburg,_fl_759a_usa",-82.627,27.76,"./20cr/st._petersburg,_fl_759a_usa.7z","./era20c/st._petersburg,_fl_759a_usa.7z","./eraint/st._petersburg,_fl_759a_usa.7z","./merra/st._petersburg,_fl_759a_usa.7z","./erafive/st._petersburg,_fl_759a_usa.7z",0.129541018,0.093876206,0.093737274,0.104155037,0.10466447,ERA-Interim,,,- best reconstruction,,
770,stanley_uk,-57.821,-51.692,./20cr/stanley_uk.7z,./era20c/stanley_uk.7z,./eraint/stanley_uk.7z,./merra/stanley_uk.7z,./erafive/stanley_uk.7z,0.153063366,0.104500217,0.095518357,0.099308479,0.077385915,ERA-FIVE,,,,,- best reconstruction
771,stenungsund_022_sweden,11.832,58.093,./20cr/stenungsund_022_sweden.7z,./era20c/stenungsund_022_sweden.7z,./eraint/stenungsund_022_sweden.7z,./merra/stenungsund_022_sweden.7z,./erafive/stenungsund_022_sweden.7z,0.149621863,0.147267923,0.123797272,0.134347559,0.132226119,ERA-Interim,,,- best reconstruction,,
772,"steveston,bc_07607_canada",-123.18,49.125,"./20cr/steveston,bc_07607_canada.7z","./era20c/steveston,bc_07607_canada.7z","./eraint/steveston,bc_07607_canada.7z","./merra/steveston,bc_07607_canada.7z","./erafive/steveston,bc_07607_canada.7z",0.131488643,0.123360276,0.118346733,0.12089796,0.12340539,ERA-Interim,,,- best reconstruction,,
773,sthelena_uk,-5.7178,-15.921,./20cr/sthelena_uk.7z,./era20c/sthelena_uk.7z,./eraint/sthelena_uk.7z,./merra/sthelena_uk.7z,./erafive/sthelena_uk.7z,0.026643038,0.023050827,0.022528619,0.022380674,0.022468747,MERRA,,,,- best reconstruction,
774,sthelier_p074_uk,-2.1167,49.183,./20cr/sthelier_p074_uk.7z,./era20c/sthelier_p074_uk.7z,./eraint/sthelier_p074_uk.7z,./merra/sthelier_p074_uk.7z,./erafive/sthelier_p074_uk.7z,0.126687589,0.12434096,0.109645473,0.114764509,0.112824105,ERA-Interim,,,- best reconstruction,,
775,stmarys_p231_uk,-6.3164,49.918,./20cr/stmarys_p231_uk.7z,./era20c/stmarys_p231_uk.7z,./eraint/stmarys_p231_uk.7z,./merra/stmarys_p231_uk.7z,./erafive/stmarys_p231_uk.7z,0.093136063,0.103088269,0.087950149,0.089213748,0.083533699,ERA-FIVE,,,,,- best reconstruction
776,stockholm_826a_sweden,18.082,59.324,./20cr/stockholm_826a_sweden.7z,./era20c/stockholm_826a_sweden.7z,./eraint/stockholm_826a_sweden.7z,./merra/stockholm_826a_sweden.7z,./erafive/stockholm_826a_sweden.7z,0.117602629,0.115505424,0.123030187,0.122218194,0.119215247,ERA-20c,,- best reconstruction,,,
777,stornoway_p042_uk,-6.3882,58.208,./20cr/stornoway_p042_uk.7z,./era20c/stornoway_p042_uk.7z,./eraint/stornoway_p042_uk.7z,./merra/stornoway_p042_uk.7z,./erafive/stornoway_p042_uk.7z,0.13832943,0.124995732,0.099384498,0.105366889,0.170744569,ERA-Interim,,,- best reconstruction,,
778,suape_710a_brazil,-34.95,-8.35,./20cr/suape_710a_brazil.7z,./era20c/suape_710a_brazil.7z,./eraint/suape_710a_brazil.7z,./merra/suape_710a_brazil.7z,./erafive/suape_710a_brazil.7z,0.079000321,0.084645732,0.07776874,0.078675906,0.07853304,ERA-Interim,,,- best reconstruction,,
779,subic_bay_382a_philippines,120.25,14.765,./20cr/subic_bay_382a_philippines.7z,./era20c/subic_bay_382a_philippines.7z,./eraint/subic_bay_382a_philippines.7z,./merra/subic_bay_382a_philippines.7z,./erafive/subic_bay_382a_philippines.7z,0.035857225,0.04021488,0.035875558,0.034498601,0.033842756,ERA-FIVE,,,,,- best reconstruction
780,sumoto_japan,134.9,34.35,./20cr/sumoto_japan.7z,./era20c/sumoto_japan.7z,./eraint/sumoto_japan.7z,./merra/sumoto_japan.7z,./erafive/sumoto_japan.7z,0.095805712,0.094610985,0.082346192,0.088318621,0.088893533,ERA-Interim,,,- best reconstruction,,
781,surabaya_160a_indonesia,112.72,-7.2083,./20cr/surabaya_160a_indonesia.7z,./era20c/surabaya_160a_indonesia.7z,./eraint/surabaya_160a_indonesia.7z,./merra/surabaya_160a_indonesia.7z,./erafive/surabaya_160a_indonesia.7z,0.099836466,0.097783306,0.099793056,0.102686731,0.102360649,ERA-20c,,- best reconstruction,,,
782,"suva,fiji_001",178.43,-18.132,"./20cr/suva,fiji_001.7z","./era20c/suva,fiji_001.7z","./eraint/suva,fiji_001.7z","./merra/suva,fiji_001.7z","./erafive/suva,fiji_001.7z",0.046856184,0.038565553,0.039109854,0.037631089,0.03237814,ERA-FIVE,,,,,- best reconstruction
783,"syowa,_antarctica_127a_japan",39.6,-69,"./20cr/syowa,_antarctica_127a_japan.7z","./era20c/syowa,_antarctica_127a_japan.7z","./eraint/syowa,_antarctica_127a_japan.7z","./merra/syowa,_antarctica_127a_japan.7z","./erafive/syowa,_antarctica_127a_japan.7z",0.090464517,0.0897856,0.082300065,0.080750719,0.079250255,ERA-FIVE,,,,,- best reconstruction
784,takamatsu_japan,134.05,34.35,./20cr/takamatsu_japan.7z,./era20c/takamatsu_japan.7z,./eraint/takamatsu_japan.7z,./merra/takamatsu_japan.7z,./erafive/takamatsu_japan.7z,0.096324513,0.090457232,0.081618385,0.088710391,0.084356575,ERA-Interim,,,- best reconstruction,,
785,takoradi_c_231c_ghana,-1.75,4.8833,./20cr/takoradi_c_231c_ghana.7z,./era20c/takoradi_c_231c_ghana.7z,./eraint/takoradi_c_231c_ghana.7z,./merra/takoradi_c_231c_ghana.7z,./erafive/takoradi_c_231c_ghana.7z,0.049547095,0.050420098,0.047550408,0.049408217,0.054228225,ERA-Interim,,,- best reconstruction,,
