,tg,lon,lat,path
0,"aasiaat,greenland_001.csv",-52.883,68.71,"./era20c/aasiaat,greenland_001.csv"
1,abashiri_japan.csv,144.28,44.017,./era20c/abashiri_japan.csv
2,aberdeen_p038_uk.csv,-2.0745,57.143,./era20c/aberdeen_p038_uk.csv
3,abidjan_vridi_230a_ivory_coast.csv,-4.0,5.2417,./era20c/abidjan_vridi_230a_ivory_coast.csv
4,aburatsu_japan.csv,131.42,31.567,./era20c/aburatsu_japan.csv
5,acajutla_c_082c_el_salvador.csv,-89.833,13.583,./era20c/acajutla_c_082c_el_salvador.csv
6,"acapulco_c,gro._316c_mexico.csv",-99.912,16.84,"./era20c/acapulco_c,gro._316c_mexico.csv"
7,"adak,alaska_040a_usa.csv",-176.63,51.863,"./era20c/adak,alaska_040a_usa.csv"
8,"aden_172a_yemen,_p.d.r.csv",44.975,12.788,"./era20c/aden_172a_yemen,_p.d.r.csv"
9,"aguadilla,pr_263a_usa.csv",-67.163,18.457,"./era20c/aguadilla,pr_263a_usa.csv"
10,ajaccio_aspretto_france.csv,8.7628,41.923,./era20c/ajaccio_aspretto_france.csv
11,akabane_japan.csv,137.18,34.6,./era20c/akabane_japan.csv
12,akyab__sittwe__907a_myanmar.csv,92.903,20.14,./era20c/akyab__sittwe__907a_myanmar.csv
13,alameda_navalairstation__usa.csv,-122.3,37.772,./era20c/alameda_navalairstation__usa.csv
14,albany_001_australia.csv,117.88,-35.024,./era20c/albany_001_australia.csv
15,alcudia_alcudia_spain.csv,3.1392,39.835,./era20c/alcudia_alcudia_spain.csv
16,"alertbay,bc_08280_canada.csv",-126.93,50.587,"./era20c/alertbay,bc_08280_canada.csv"
17,alexandria_330071_egypt.csv,29.917,31.217,./era20c/alexandria_330071_egypt.csv
18,algeciras_alge_spain.csv,-5.4333,36.117,./era20c/algeciras_alge_spain.csv
19,almeria_almeria_spain.csv,-2.478,36.83,./era20c/almeria_almeria_spain.csv
20,alotau_069a_papua_new_guinea.csv,150.45,-10.168,./era20c/alotau_069a_papua_new_guinea.csv
21,amami_japan.csv,129.53,28.317,./era20c/amami_japan.csv
22,ambon_b_133b_indonesia.csv,128.18,-3.6833,./era20c/ambon_b_133b_indonesia.csv
23,"ammassalik,greenland_001.csv",-37.0,65.5,"./era20c/ammassalik,greenland_001.csv"
24,ammassalik_297a_denmark.csv,-37.0,65.6,./era20c/ammassalik_297a_denmark.csv
25,anchorage_usa.csv,-149.89,61.238,./era20c/anchorage_usa.csv
26,ancona_ancona_italy.csv,13.505999999999998,43.625,./era20c/ancona_ancona_italy.csv
27,andenes_001.csv,16.15,69.317,./era20c/andenes_001.csv
28,anewa_bay_048a_papua_new_guinea.csv,155.88,-6.1833,./era20c/anewa_bay_048a_papua_new_guinea.csv
29,angra_heroismo_b_215b_portugal.csv,-27.24,38.65,./era20c/angra_heroismo_b_215b_portugal.csv
30,annapolis_navalacademy__usa.csv,-76.482,38.983,./era20c/annapolis_navalacademy__usa.csv
31,antalya_anta_turkey.csv,30.617,36.833,./era20c/antalya_anta_turkey.csv
32,antofagasta_080a_chile.csv,-70.4,-23.65,./era20c/antofagasta_080a_chile.csv
33,apalachicola_usa.csv,-84.98200000000001,29.727,./era20c/apalachicola_usa.csv
34,apia_b_401b_western_samoa.csv,-171.75,-13.817,./era20c/apia_b_401b_western_samoa.csv
35,arcachon_eyrac_.csv,-1.1636,44.665,./era20c/arcachon_eyrac_.csv
36,"arecibo,_pr_735a_usa.csv",-66.702,18.48,"./era20c/arecibo,_pr_735a_usa.csv"
37,"arena_cove,_ca_573a_usa.csv",-123.71,38.913,"./era20c/arena_cove,_ca_573a_usa.csv"
38,"argentia,nf_00835_canada.csv",-53.983,47.3,"./era20c/argentia,nf_00835_canada.csv"
39,arica_083a_chile.csv,-70.333,-18.467,./era20c/arica_083a_chile.csv
40,arrecife_arre_spain.csv,-13.53,28.972,./era20c/arrecife_arre_spain.csv
41,ascension_uk.csv,-14.417,-7.9167,./era20c/ascension_uk.csv
42,"astoria,or_572a_usa.csv",-123.77,46.208,"./era20c/astoria,or_572a_usa.csv"
43,atlantic_city_264a_usa.csv,-74.418,39.355,./era20c/atlantic_city_264a_usa.csv
44,auckland_070a_new_zealand.csv,174.77,-36.85,./era20c/auckland_070a_new_zealand.csv
45,avonmouth_p060_uk.csv,-2.715,51.511,./era20c/avonmouth_p060_uk.csv
46,awayuki_japan.csv,134.6,33.767,./era20c/awayuki_japan.csv
47,ayukawa_japan.csv,141.5,38.3,./era20c/ayukawa_japan.csv
48,bahia_los_angeles_310a_mexico.csv,-113.55,28.958,./era20c/bahia_los_angeles_310a_mexico.csv
49,bajor_414a_indonesia.csv,117.42,-0.6833,./era20c/bajor_414a_indonesia.csv
50,bakar_bakar_I_croatia.csv,14.533,45.3,./era20c/bakar_bakar_I_croatia.csv
51,balboa_302a_panama.csv,-79.57300000000002,8.9617,./era20c/balboa_302a_panama.csv
52,balikpapan_411a_indonesia.csv,116.8,-1.2667,./era20c/balikpapan_411a_indonesia.csv
53,baltimore_usa.csv,-76.578,39.267,./era20c/baltimore_usa.csv
54,baltra_b_003b_ecuador.csv,-90.285,-0.435,./era20c/baltra_b_003b_ecuador.csv
55,"bamfield,bc_08545_canada.csv",-125.14,48.83600000000001,"./era20c/bamfield,bc_08545_canada.csv"
56,bangor_p662_uk.csv,-5.6695,54.665,./era20c/bangor_p662_uk.csv
57,"barbers_point,hi_547a_usa.csv",-158.12,21.32,"./era20c/barbers_point,hi_547a_usa.csv"
58,barcelona_barcelona_spain.csv,2.1630000000000003,41.342,./era20c/barcelona_barcelona_spain.csv
59,"barharbor,frenchmanbay,me_usa.csv",-68.205,44.392,"./era20c/barharbor,frenchmanbay,me_usa.csv"
60,bari_bari_italy.csv,16.912,41.137,./era20c/bari_bari_italy.csv
61,barmouth_p923_uk.csv,-4.0452,52.719,./era20c/barmouth_p923_uk.csv
62,barseback_001_sweden.csv,12.903,55.756,./era20c/barseback_001_sweden.csv
63,base_prat_b_730b_chile.csv,-59.633,-62.483,./era20c/base_prat_b_730b_chile.csv
64,bayonne_boucau_.csv,-1.5148,43.527,./era20c/bayonne_boucau_.csv
65,beihai_636a_china.csv,109.08,21.483,./era20c/beihai_636a_china.csv
66,"belem,_uscgs_229a_brazil.csv",-48.5,-1.45,"./era20c/belem,_uscgs_229a_brazil.csv"
67,belize_781a_british_honduras.csv,-88.18299999999998,17.5,./era20c/belize_781a_british_honduras.csv
68,"bellabella,bc_08976_canada.csv",-128.14,52.163,"./era20c/bellabella,bc_08976_canada.csv"
69,benoa_b_163b_indonesia.csv,115.21,-8.745,./era20c/benoa_b_163b_indonesia.csv
70,"bermuda,st.georgesisland_001.csv",-64.7,32.4,"./era20c/bermuda,st.georgesisland_001.csv"
71,bilbao_bilbao_spain.csv,-3.05,43.357,./era20c/bilbao_bilbao_spain.csv
72,bintulu_387a_malaysia.csv,113.07,3.2167,./era20c/bintulu_387a_malaysia.csv
73,bitung_033a_indonesia.csv,125.19,1.44,./era20c/bitung_033a_indonesia.csv
74,bjorn_028_sweden.csv,17.967,60.633,./era20c/bjorn_028_sweden.csv
75,bluff_072a_new_zealand.csv,168.35,-46.6,./era20c/bluff_072a_new_zealand.csv
76,bonanza_bonanza_spain.csv,-6.34,36.8,./era20c/bonanza_bonanza_spain.csv
77,booby_island_336a_australia.csv,141.92,-10.6,./era20c/booby_island_336a_australia.csv
78,"boston,ma_741a_usa.csv",-71.05199999999998,42.355,"./era20c/boston,ma_741a_usa.csv"
79,boulogne_sur_mer_.csv,1.5777,50.727,./era20c/boulogne_sur_mer_.csv
80,bournemouth_p988_uk.csv,-1.8749,50.714,./era20c/bournemouth_p988_uk.csv
81,brest_.csv,-4.5,48.383,./era20c/brest_.csv
82,bridgeport_usa.csv,-73.182,41.173,./era20c/bridgeport_usa.csv
83,bridgetown_d_249d_barbados.csv,-59.617,13.1,./era20c/bridgetown_d_249d_barbados.csv
84,brisbane_002_australia.csv,153.03,-27.468000000000004,./era20c/brisbane_002_australia.csv
85,brisbane_331a_australia.csv,153.17,-27.367,./era20c/brisbane_331a_australia.csv
