,tg,lon_x,lat_x,twcrPath,era20cPath,eraintPath,merraPath,erafivePath,20CR,ERA-20c,ERA-Interim,MERRA,ERA-FIVE,lowestRMSE,twcrBest,era20cBest,eraintBest,merraBest,erafiveBest
421,madang_066a_papua_new_guinea.csv,145.8,-5.2,./20cr/madang_066a_papua_new_guinea.7z,./era20c/madang_066a_papua_new_guinea.7z,./eraint/madang_066a_papua_new_guinea.7z,./merra/madang_066a_papua_new_guinea.7z,./erafive/madang_066a_papua_new_guinea.7z,0.033105356,0.032960644,0.030531699,0.030436834,0.030252295,ERA-FIVE,nan,nan,nan,nan,best
422,madeira_715a_brazil.csv,-44.378,-2.565,./20cr/madeira_715a_brazil.7z,./era20c/madeira_715a_brazil.7z,./eraint/madeira_715a_brazil.7z,./merra/madeira_715a_brazil.7z,./erafive/madeira_715a_brazil.7z,0.115329075,0.117260314,0.119040295,0.124131374,0.124005931,20CR,best,nan,nan,nan,nan
423,"madero,tampico_277a_mexico.csv",-97.795,22.261999999999997,"./20cr/madero,tampico_277a_mexico.7z","./era20c/madero,tampico_277a_mexico.7z","./eraint/madero,tampico_277a_mexico.7z","./merra/madero,tampico_277a_mexico.7z","./erafive/madero,tampico_277a_mexico.7z",0.096565342,0.08482453300000001,0.08515404800000001,0.089062759,0.087011302,ERA-20c,nan,best,nan,nan,nan
424,"magueyes_island,pr_246a_usa.csv",-67.047,17.972,"./20cr/magueyes_island,pr_246a_usa.7z","./era20c/magueyes_island,pr_246a_usa.7z","./eraint/magueyes_island,pr_246a_usa.7z","./merra/magueyes_island,pr_246a_usa.7z","./erafive/magueyes_island,pr_246a_usa.7z",0.029650881,0.029540707000000003,0.030383802999999997,0.028767723999999998,0.028244392000000004,ERA-FIVE,nan,nan,nan,nan,best
425,mahon_mahon_spain.csv,4.2706,39.893,./20cr/mahon_mahon_spain.7z,./era20c/mahon_mahon_spain.7z,./eraint/mahon_mahon_spain.7z,./merra/mahon_mahon_spain.7z,./erafive/mahon_mahon_spain.7z,0.120732586,0.075745927,0.134195246,0.08225611099999999,0.117091871,ERA-20c,nan,best,nan,nan,nan
426,maisaka_japan.csv,137.62,34.683,./20cr/maisaka_japan.7z,./era20c/maisaka_japan.7z,./eraint/maisaka_japan.7z,./merra/maisaka_japan.7z,./erafive/maisaka_japan.7z,0.097615947,0.11078253099999999,0.083127739,0.09873812800000001,0.08455202699999999,ERA-Interim,nan,nan,best,nan,nan
427,maizuru_japan.csv,135.38,35.467,./20cr/maizuru_japan.7z,./era20c/maizuru_japan.7z,./eraint/maizuru_japan.7z,./merra/maizuru_japan.7z,./erafive/maizuru_japan.7z,0.076237417,0.068564732,0.067303313,0.07508246,0.067950492,ERA-Interim,nan,nan,best,nan,nan
428,"majuro,marshallislands_001.csv",171.37,7.1067,"./20cr/majuro,marshallislands_001.7z","./era20c/majuro,marshallislands_001.7z","./eraint/majuro,marshallislands_001.7z","./merra/majuro,marshallislands_001.7z","./erafive/majuro,marshallislands_001.7z",0.047290464000000004,0.046742578,0.046443911,0.04458173,0.04589283,MERRA,nan,nan,nan,best,nan
429,makurazaki_japan.csv,130.3,31.267,./20cr/makurazaki_japan.7z,./era20c/makurazaki_japan.7z,./eraint/makurazaki_japan.7z,./merra/makurazaki_japan.7z,./erafive/makurazaki_japan.7z,0.079370985,0.073602866,0.07183650700000001,0.074115788,0.07163592,ERA-FIVE,nan,nan,nan,nan,best
430,malaga_mala_spain.csv,-4.4167,36.717,./20cr/malaga_mala_spain.7z,./era20c/malaga_mala_spain.7z,./eraint/malaga_mala_spain.7z,./merra/malaga_mala_spain.7z,./erafive/malaga_mala_spain.7z,0.094208973,0.091112044,0.055470505,0.059533885,0.09591815,ERA-Interim,nan,nan,best,nan,nan
431,malakal_b_007b_republic_of_belau.csv,134.46,7.33,./20cr/malakal_b_007b_republic_of_belau.7z,./era20c/malakal_b_007b_republic_of_belau.7z,./eraint/malakal_b_007b_republic_of_belau.7z,./merra/malakal_b_007b_republic_of_belau.7z,./erafive/malakal_b_007b_republic_of_belau.7z,0.049377810999999994,0.048830484,0.047767792999999996,0.048301745,0.048124415,ERA-Interim,nan,nan,best,nan,nan
432,"male_b,hulule_108b_rep._of_maldives.csv",73.517,4.1833,"./20cr/male_b,hulule_108b_rep._of_maldives.7z","./era20c/male_b,hulule_108b_rep._of_maldives.7z","./eraint/male_b,hulule_108b_rep._of_maldives.7z","./merra/male_b,hulule_108b_rep._of_maldives.7z","./erafive/male_b,hulule_108b_rep._of_maldives.7z",0.037562377,0.036035926,0.035018400000000005,0.036219486,0.035796727,ERA-Interim,nan,nan,best,nan,nan
433,malin_head_834a_ireland.csv,-7.3333,55.367,./20cr/malin_head_834a_ireland.7z,./era20c/malin_head_834a_ireland.7z,./eraint/malin_head_834a_ireland.7z,./merra/malin_head_834a_ireland.7z,./erafive/malin_head_834a_ireland.7z,0.18082676399999997,0.18154865899999997,0.16424656199999998,0.164146296,0.159040687,ERA-FIVE,nan,nan,nan,nan,best
434,malmo_030_sweden.csv,13.033,55.617,./20cr/malmo_030_sweden.7z,./era20c/malmo_030_sweden.7z,,,,,,,,,,nan,nan,nan,nan,nan
435,"maniitsoq,greenland_001.csv",-52.905,65.413,"./20cr/maniitsoq,greenland_001.7z","./era20c/maniitsoq,greenland_001.7z","./eraint/maniitsoq,greenland_001.7z","./merra/maniitsoq,greenland_001.7z","./erafive/maniitsoq,greenland_001.7z",0.087142081,0.100250705,0.10070117199999999,0.088716845,0.084302604,ERA-FIVE,nan,nan,nan,nan,best
436,manila_b_370b_philippines.csv,120.97,14.583,./20cr/manila_b_370b_philippines.7z,./era20c/manila_b_370b_philippines.7z,./eraint/manila_b_370b_philippines.7z,./merra/manila_b_370b_philippines.7z,./erafive/manila_b_370b_philippines.7z,0.067690704,0.06372997,0.065297178,0.06492885400000001,0.064349049,ERA-20c,nan,best,nan,nan,nan
437,manta_b_089b_ecuador.csv,-80.733,-0.95,./20cr/manta_b_089b_ecuador.7z,./era20c/manta_b_089b_ecuador.7z,./eraint/manta_b_089b_ecuador.7z,./merra/manta_b_089b_ecuador.7z,./erafive/manta_b_089b_ecuador.7z,0.087801467,0.081313601,0.08532765699999999,0.085220725,0.080150097,ERA-FIVE,nan,nan,nan,nan,best
438,mantyluoto_007_finland.csv,21.463,61.593999999999994,./20cr/mantyluoto_007_finland.7z,./era20c/mantyluoto_007_finland.7z,./eraint/mantyluoto_007_finland.7z,./merra/mantyluoto_007_finland.7z,./erafive/mantyluoto_007_finland.7z,0.166647298,0.148546295,0.12756499,0.132365377,0.130845218,ERA-Interim,nan,nan,best,nan,nan
439,manus_065a_papua_new_guinea.csv,147.27,-2.0133,./20cr/manus_065a_papua_new_guinea.7z,./era20c/manus_065a_papua_new_guinea.7z,./eraint/manus_065a_papua_new_guinea.7z,./merra/manus_065a_papua_new_guinea.7z,./erafive/manus_065a_papua_new_guinea.7z,0.036841278,0.037388047,0.035693837,0.037641476,0.036252228,ERA-Interim,nan,nan,best,nan,nan
440,"manzanillo_b,mexico_001.csv",-104.33,19.053,"./20cr/manzanillo_b,mexico_001.7z","./era20c/manzanillo_b,mexico_001.7z","./eraint/manzanillo_b,mexico_001.7z","./merra/manzanillo_b,mexico_001.7z","./erafive/manzanillo_b,mexico_001.7z",0.063333202,0.063993341,0.061671105999999996,0.062679962,0.063328194,ERA-Interim,nan,nan,best,nan,nan
441,maputo_190a_mozambique.csv,32.7,-26.166999999999998,./20cr/maputo_190a_mozambique.7z,./era20c/maputo_190a_mozambique.7z,,,,,,,,,,nan,nan,nan,nan,nan
442,maputo_b_190b_mozambique.csv,32.57,-25.975,./20cr/maputo_b_190b_mozambique.7z,./era20c/maputo_b_190b_mozambique.7z,./eraint/maputo_b_190b_mozambique.7z,./merra/maputo_b_190b_mozambique.7z,./erafive/maputo_b_190b_mozambique.7z,0.140049902,0.141246965,0.136563871,0.133294257,0.142352932,MERRA,nan,nan,nan,best,nan
443,marsden_point_398a_new_zealand.csv,174.5,-35.833,./20cr/marsden_point_398a_new_zealand.7z,./era20c/marsden_point_398a_new_zealand.7z,./eraint/marsden_point_398a_new_zealand.7z,./merra/marsden_point_398a_new_zealand.7z,./erafive/marsden_point_398a_new_zealand.7z,0.08514718,0.06404143,0.056710533,0.06061481,0.064681657,ERA-Interim,nan,nan,best,nan,nan
444,marseille_france.csv,5.35,43.3,./20cr/marseille_france.7z,./era20c/marseille_france.7z,./eraint/marseille_france.7z,./merra/marseille_france.7z,./erafive/marseille_france.7z,0.121188152,0.104647213,0.096705223,0.10273662800000001,0.080140849,ERA-FIVE,nan,nan,nan,nan,best
445,marviken_012_sweden.csv,16.837,58.553999999999995,./20cr/marviken_012_sweden.7z,./era20c/marviken_012_sweden.7z,./eraint/marviken_012_sweden.7z,./merra/marviken_012_sweden.7z,./erafive/marviken_012_sweden.7z,0.134813543,0.11615400099999999,0.125793979,0.112493908,0.112548019,MERRA,nan,nan,nan,best,nan
446,mar_del_plata_b_729b_argentina.csv,-57.55,-38.05,./20cr/mar_del_plata_b_729b_argentina.7z,./era20c/mar_del_plata_b_729b_argentina.7z,./eraint/mar_del_plata_b_729b_argentina.7z,./merra/mar_del_plata_b_729b_argentina.7z,./erafive/mar_del_plata_b_729b_argentina.7z,0.35798344,0.271106785,0.24613486,0.237914221,0.24215372699999999,MERRA,nan,nan,nan,best,nan
447,masirah_113a_oman.csv,58.872,20.686999999999998,./20cr/masirah_113a_oman.7z,./era20c/masirah_113a_oman.7z,./eraint/masirah_113a_oman.7z,./merra/masirah_113a_oman.7z,./erafive/masirah_113a_oman.7z,0.041459901,0.052468395999999994,0.040383085,0.041329349,0.045589487000000005,ERA-Interim,nan,nan,best,nan,nan
448,"massacre_bay,ak_550a_usa.csv",173.2,52.833,"./20cr/massacre_bay,ak_550a_usa.7z","./era20c/massacre_bay,ak_550a_usa.7z",,,,,,,,,,nan,nan,nan,nan,nan
449,matarani_b_094b_peru.csv,-72.117,-17.0,./20cr/matarani_b_094b_peru.7z,./era20c/matarani_b_094b_peru.7z,./eraint/matarani_b_094b_peru.7z,./merra/matarani_b_094b_peru.7z,./erafive/matarani_b_094b_peru.7z,0.067996569,0.066365834,0.064861078,0.065089335,0.06559251099999999,ERA-Interim,nan,nan,best,nan,nan
450,matavai_590a_french_polynesia.csv,-149.52,-17.517,./20cr/matavai_590a_french_polynesia.7z,./era20c/matavai_590a_french_polynesia.7z,,,,,,,,,,nan,nan,nan,nan,nan
451,matsuyama_japan.csv,132.72,33.867,./20cr/matsuyama_japan.7z,./era20c/matsuyama_japan.7z,./eraint/matsuyama_japan.7z,./merra/matsuyama_japan.7z,./erafive/matsuyama_japan.7z,0.093617805,0.082917133,0.080026999,0.077262575,0.07521354200000001,ERA-FIVE,nan,nan,nan,nan,best
452,mawson_177a_australia.csv,62.883,-67.6,./20cr/mawson_177a_australia.7z,./era20c/mawson_177a_australia.7z,./eraint/mawson_177a_australia.7z,./merra/mawson_177a_australia.7z,./erafive/mawson_177a_australia.7z,0.09329330400000001,0.101095271,0.069280443,0.07221926599999999,0.086498232,ERA-Interim,nan,nan,best,nan,nan
453,"mayaguez,_pr_736a_usa.csv",-67.16,18.22,"./20cr/mayaguez,_pr_736a_usa.7z","./era20c/mayaguez,_pr_736a_usa.7z","./eraint/mayaguez,_pr_736a_usa.7z","./merra/mayaguez,_pr_736a_usa.7z","./erafive/mayaguez,_pr_736a_usa.7z",0.03131166,0.034166587000000005,0.031599154,0.032610577,0.032011341,20CR,best,nan,nan,nan,nan
454,"mayport,fl_753a_usa.csv",-81.432,30.395,"./20cr/mayport,fl_753a_usa.7z","./era20c/mayport,fl_753a_usa.7z","./eraint/mayport,fl_753a_usa.7z","./merra/mayport,fl_753a_usa.7z","./erafive/mayport,fl_753a_usa.7z",0.09995117699999999,0.097533378,0.125266544,0.127924174,0.116297809,ERA-20c,nan,best,nan,nan,nan
455,mazatlan_673a_mexico.csv,-106.42,23.198,./20cr/mazatlan_673a_mexico.7z,./era20c/mazatlan_673a_mexico.7z,,,,,,,,,,nan,nan,nan,nan,nan
456,melilla_melilla_spain.csv,-2.918,35.291,./20cr/melilla_melilla_spain.7z,./era20c/melilla_melilla_spain.7z,./eraint/melilla_melilla_spain.7z,./merra/melilla_melilla_spain.7z,./erafive/melilla_melilla_spain.7z,0.062908083,0.054819389,0.058956182,0.067517375,0.056486154000000004,ERA-20c,nan,best,nan,nan,nan
457,meneng_158a_indonesia.csv,114.38,-8.1167,./20cr/meneng_158a_indonesia.7z,./era20c/meneng_158a_indonesia.7z,./eraint/meneng_158a_indonesia.7z,./merra/meneng_158a_indonesia.7z,./erafive/meneng_158a_indonesia.7z,0.081369098,0.07323808,0.072787515,0.070948576,0.07670247200000001,MERRA,nan,nan,nan,best,nan
458,mera_japan.csv,139.83,34.917,./20cr/mera_japan.7z,./era20c/mera_japan.7z,./eraint/mera_japan.7z,./merra/mera_japan.7z,./erafive/mera_japan.7z,0.085036834,0.08649037,0.080908656,0.07903721,0.080570278,MERRA,nan,nan,nan,best,nan
459,messina_messina_italy.csv,15.562999999999999,38.196,./20cr/messina_messina_italy.7z,./era20c/messina_messina_italy.7z,./eraint/messina_messina_italy.7z,./merra/messina_messina_italy.7z,./erafive/messina_messina_italy.7z,0.073447616,0.073372557,0.07168764700000001,0.070708712,0.069761459,ERA-FIVE,nan,nan,nan,nan,best
460,"miami,hauloverpier_001.csv",-80.117,25.9,"./20cr/miami,hauloverpier_001.7z","./era20c/miami,hauloverpier_001.7z","./eraint/miami,hauloverpier_001.7z","./merra/miami,hauloverpier_001.7z","./erafive/miami,hauloverpier_001.7z",0.077031287,0.077001396,0.079800257,0.077818907,0.073693839,ERA-FIVE,nan,nan,nan,nan,best
461,miamibeach_usa.csv,-80.132,25.768,./20cr/miamibeach_usa.7z,./era20c/miamibeach_usa.7z,./eraint/miamibeach_usa.7z,./merra/miamibeach_usa.7z,./erafive/miamibeach_usa.7z,0.063332311,0.063762947,0.058877659000000006,0.060126619000000006,0.059505632999999995,ERA-Interim,nan,nan,best,nan,nan
462,midway_050a_usa_trust.csv,-177.37,28.217,./20cr/midway_050a_usa_trust.7z,./era20c/midway_050a_usa_trust.7z,./eraint/midway_050a_usa_trust.7z,./merra/midway_050a_usa_trust.7z,./erafive/midway_050a_usa_trust.7z,0.071453641,0.06454851,0.066328603,0.063995548,0.06597021,MERRA,nan,nan,nan,best,nan
463,milfordhaven_p056_uk.csv,-5.0143,51.702,./20cr/milfordhaven_p056_uk.7z,./era20c/milfordhaven_p056_uk.7z,./eraint/milfordhaven_p056_uk.7z,./merra/milfordhaven_p056_uk.7z,./erafive/milfordhaven_p056_uk.7z,0.172548925,0.164902551,0.16347513,0.13362537,0.165937195,MERRA,nan,nan,nan,best,nan
464,millport_p049_uk.csv,-4.9058,55.75,./20cr/millport_p049_uk.7z,./era20c/millport_p049_uk.7z,./eraint/millport_p049_uk.7z,./merra/millport_p049_uk.7z,./erafive/millport_p049_uk.7z,0.238026565,0.171631862,0.15317720199999998,0.18627820399999998,0.170219135,ERA-Interim,nan,nan,best,nan,nan
465,minamidaito_japan.csv,131.23,25.866999999999997,./20cr/minamidaito_japan.7z,./era20c/minamidaito_japan.7z,./eraint/minamidaito_japan.7z,./merra/minamidaito_japan.7z,./erafive/minamidaito_japan.7z,0.105239111,0.11103560300000001,0.10406137,0.105753397,0.10481812,ERA-Interim,nan,nan,best,nan,nan
466,minamitorishima_japan.csv,153.98,24.3,./20cr/minamitorishima_japan.7z,./era20c/minamitorishima_japan.7z,./eraint/minamitorishima_japan.7z,./merra/minamitorishima_japan.7z,./erafive/minamitorishima_japan.7z,0.181558539,0.186434651,0.18980093899999997,0.255742567,0.22877357399999998,20CR,best,nan,nan,nan,nan
467,mina_sulman_182a_bahrain.csv,50.6,26.233,./20cr/mina_sulman_182a_bahrain.7z,./era20c/mina_sulman_182a_bahrain.7z,./eraint/mina_sulman_182a_bahrain.7z,./merra/mina_sulman_182a_bahrain.7z,./erafive/mina_sulman_182a_bahrain.7z,0.092786605,0.093520525,0.08354676,0.088737204,0.08600379,ERA-Interim,nan,nan,best,nan,nan
468,miri_388a_malaysia.csv,113.97,4.3917,./20cr/miri_388a_malaysia.7z,./era20c/miri_388a_malaysia.7z,./eraint/miri_388a_malaysia.7z,./merra/miri_388a_malaysia.7z,./erafive/miri_388a_malaysia.7z,0.049051162999999995,0.049508484000000005,0.05598724099999999,0.052907279,0.053453407,20CR,best,nan,nan,nan,nan
469,misumi_japan.csv,130.45,32.617,./20cr/misumi_japan.7z,./era20c/misumi_japan.7z,./eraint/misumi_japan.7z,./merra/misumi_japan.7z,./erafive/misumi_japan.7z,0.091510883,0.079004189,0.07487128400000001,0.089838851,0.077207867,ERA-Interim,nan,nan,best,nan,nan
470,miyakejima_357a_japan.csv,139.48,34.067,./20cr/miyakejima_357a_japan.7z,./era20c/miyakejima_357a_japan.7z,./eraint/miyakejima_357a_japan.7z,./merra/miyakejima_357a_japan.7z,./erafive/miyakejima_357a_japan.7z,0.161180488,0.157687472,0.154617299,0.157657348,0.155896384,ERA-Interim,nan,nan,best,nan,nan
471,miyako_japan.csv,141.98,39.65,./20cr/miyako_japan.7z,./era20c/miyako_japan.7z,./eraint/miyako_japan.7z,./merra/miyako_japan.7z,./erafive/miyako_japan.7z,0.07764542599999999,0.05872378,0.055625506,0.06914974900000001,0.067386127,ERA-Interim,nan,nan,best,nan,nan
472,mocamedes_238a_angola.csv,12.145,-15.192,./20cr/mocamedes_238a_angola.7z,./era20c/mocamedes_238a_angola.7z,,,,,,,,,,nan,nan,nan,nan,nan
473,mokuoloe_061a_usa.csv,-157.8,21.433000000000003,./20cr/mokuoloe_061a_usa.7z,./era20c/mokuoloe_061a_usa.7z,./eraint/mokuoloe_061a_usa.7z,./merra/mokuoloe_061a_usa.7z,./erafive/mokuoloe_061a_usa.7z,0.043408662,0.041962973,0.042300408,0.042753865999999995,0.037119668,ERA-FIVE,nan,nan,nan,nan,best
474,mombasa_101a_kenya.csv,39.657,-4.07,./20cr/mombasa_101a_kenya.7z,./era20c/mombasa_101a_kenya.7z,./eraint/mombasa_101a_kenya.7z,./merra/mombasa_101a_kenya.7z,./erafive/mombasa_101a_kenya.7z,0.043468012,0.043498855999999995,0.044831413,0.039892298,0.04331262,MERRA,nan,nan,nan,best,nan
475,monaco_port_hercule_france.csv,7.4215,43.729,./20cr/monaco_port_hercule_france.7z,./era20c/monaco_port_hercule_france.7z,./eraint/monaco_port_hercule_france.7z,./merra/monaco_port_hercule_france.7z,./erafive/monaco_port_hercule_france.7z,0.054516594,0.054037215,0.074530983,0.074298058,0.05399732,ERA-FIVE,nan,nan,nan,nan,best
476,"mona_is.,_pr_267a_usa.csv",-67.938,18.09,"./20cr/mona_is.,_pr_267a_usa.7z","./era20c/mona_is.,_pr_267a_usa.7z","./eraint/mona_is.,_pr_267a_usa.7z","./merra/mona_is.,_pr_267a_usa.7z","./erafive/mona_is.,_pr_267a_usa.7z",0.056072055999999995,0.060124455,0.057449392,0.057075733,0.057431203,20CR,best,nan,nan,nan,nan
477,"montauk,ny_279a_usa.csv",-71.96,41.048,"./20cr/montauk,ny_279a_usa.7z","./era20c/montauk,ny_279a_usa.7z","./eraint/montauk,ny_279a_usa.7z","./merra/montauk,ny_279a_usa.7z","./erafive/montauk,ny_279a_usa.7z",0.133712664,0.123578588,0.10319403699999999,0.14077297800000002,0.12331089199999999,ERA-Interim,nan,nan,best,nan,nan
478,"monterey,ca_555a_usa.csv",-121.89,36.605,"./20cr/monterey,ca_555a_usa.7z","./era20c/monterey,ca_555a_usa.7z","./eraint/monterey,ca_555a_usa.7z","./merra/monterey,ca_555a_usa.7z","./erafive/monterey,ca_555a_usa.7z",0.059651011,0.055198406,0.051841881,0.049665274,0.049086856,ERA-FIVE,nan,nan,nan,nan,best
479,montoir_de_bretagne_.csv,-2.1084,47.306000000000004,./20cr/montoir_de_bretagne_.7z,,./eraint/montoir_de_bretagne_.7z,./merra/montoir_de_bretagne_.7z,./erafive/montoir_de_bretagne_.7z,,,,,,,nan,nan,nan,nan,nan
480,morayfirth_p207_uk.csv,-4.0022,57.599,./20cr/morayfirth_p207_uk.7z,./era20c/morayfirth_p207_uk.7z,./eraint/morayfirth_p207_uk.7z,./merra/morayfirth_p207_uk.7z,./erafive/morayfirth_p207_uk.7z,0.140624157,0.139517434,0.140239878,0.131498666,0.152193536,MERRA,nan,nan,nan,best,nan
481,mossel_bay_185a_south_africa.csv,22.13300000000001,-34.183,./20cr/mossel_bay_185a_south_africa.7z,./era20c/mossel_bay_185a_south_africa.7z,./eraint/mossel_bay_185a_south_africa.7z,./merra/mossel_bay_185a_south_africa.7z,./erafive/mossel_bay_185a_south_africa.7z,0.105861985,0.105042185,0.091630079,0.095466094,0.090903397,ERA-FIVE,nan,nan,nan,nan,best
482,motril_motril_spain.csv,-3.5239999999999996,36.72,./20cr/motril_motril_spain.7z,./era20c/motril_motril_spain.7z,./eraint/motril_motril_spain.7z,./merra/motril_motril_spain.7z,./erafive/motril_motril_spain.7z,0.057574845,0.054313007999999996,0.063572935,0.08998282099999999,0.087220462,ERA-20c,nan,best,nan,nan,nan
483,moulmein_906a_myanmar.csv,97.62200000000001,16.465,./20cr/moulmein_906a_myanmar.7z,./era20c/moulmein_906a_myanmar.7z,./eraint/moulmein_906a_myanmar.7z,./merra/moulmein_906a_myanmar.7z,./erafive/moulmein_906a_myanmar.7z,0.159991591,0.168261025,0.171729955,0.15438446,0.154044449,ERA-FIVE,nan,nan,nan,nan,best
484,mumbles_p932_uk.csv,-3.9754,51.57,./20cr/mumbles_p932_uk.7z,./era20c/mumbles_p932_uk.7z,./eraint/mumbles_p932_uk.7z,./merra/mumbles_p932_uk.7z,./erafive/mumbles_p932_uk.7z,0.159430867,0.16818188399999998,0.144611115,0.160139258,0.139621573,ERA-FIVE,nan,nan,nan,nan,best
485,murotomisaki_japan.csv,134.17,33.266999999999996,./20cr/murotomisaki_japan.7z,./era20c/murotomisaki_japan.7z,./eraint/murotomisaki_japan.7z,./merra/murotomisaki_japan.7z,./erafive/murotomisaki_japan.7z,0.09247517400000001,0.095478705,0.075885291,0.08241514,0.08060569,ERA-Interim,nan,nan,best,nan,nan
486,muscat_b_110b_oman.csv,58.565,23.628,./20cr/muscat_b_110b_oman.7z,./era20c/muscat_b_110b_oman.7z,./eraint/muscat_b_110b_oman.7z,./merra/muscat_b_110b_oman.7z,./erafive/muscat_b_110b_oman.7z,0.067655725,0.066962352,0.065236421,0.06535519599999999,0.064879481,ERA-FIVE,nan,nan,nan,nan,best
487,nagasaki_japan.csv,129.87,32.733000000000004,./20cr/nagasaki_japan.7z,./era20c/nagasaki_japan.7z,./eraint/nagasaki_japan.7z,./merra/nagasaki_japan.7z,./erafive/nagasaki_japan.7z,0.083184256,0.07129846599999999,0.067384607,0.068848064,0.068453744,ERA-Interim,nan,nan,best,nan,nan
488,nagoya_japan.csv,136.88,35.083,./20cr/nagoya_japan.7z,./era20c/nagoya_japan.7z,./eraint/nagoya_japan.7z,./merra/nagoya_japan.7z,./erafive/nagoya_japan.7z,0.09802988,0.12029757,0.09284196300000001,0.09839867199999999,0.08883426800000001,ERA-FIVE,nan,nan,nan,nan,best
489,naha_japan.csv,127.67,26.217,./20cr/naha_japan.7z,./era20c/naha_japan.7z,./eraint/naha_japan.7z,./merra/naha_japan.7z,./erafive/naha_japan.7z,0.062365171,0.061202285999999995,0.058132933,0.058413989000000006,0.05820219,ERA-Interim,nan,nan,best,nan,nan
490,"nain,nf_01430_canada.csv",-61.683,56.55,"./20cr/nain,nf_01430_canada.7z","./era20c/nain,nf_01430_canada.7z","./eraint/nain,nf_01430_canada.7z","./merra/nain,nf_01430_canada.7z","./erafive/nain,nf_01430_canada.7z",0.128941765,0.133859245,0.113320919,0.139531066,0.126722905,ERA-Interim,nan,nan,best,nan,nan
491,nakano_shima_345a_japan.csv,129.84,29.842,./20cr/nakano_shima_345a_japan.7z,./era20c/nakano_shima_345a_japan.7z,./eraint/nakano_shima_345a_japan.7z,./merra/nakano_shima_345a_japan.7z,./erafive/nakano_shima_345a_japan.7z,0.095935924,0.092596661,0.091183031,0.08951681800000001,0.092344704,MERRA,nan,nan,nan,best,nan
492,nantes_usine_brulee_.csv,-1.5742,47.20399999999999,./20cr/nantes_usine_brulee_.7z,./era20c/nantes_usine_brulee_.7z,./eraint/nantes_usine_brulee_.7z,./merra/nantes_usine_brulee_.7z,./erafive/nantes_usine_brulee_.7z,0.35377253799999997,0.34833562799999995,0.341707669,0.344455301,0.34431759799999995,ERA-Interim,nan,nan,best,nan,nan
493,nantucketisland_usa.csv,-70.097,41.285,./20cr/nantucketisland_usa.7z,./era20c/nantucketisland_usa.7z,./eraint/nantucketisland_usa.7z,./merra/nantucketisland_usa.7z,./erafive/nantucketisland_usa.7z,0.123904066,0.098386646,0.08459513099999999,0.112429084,0.115318221,ERA-Interim,nan,nan,best,nan,nan
494,naos_b_300b_panama.csv,-79.533,8.9167,./20cr/naos_b_300b_panama.7z,./era20c/naos_b_300b_panama.7z,./eraint/naos_b_300b_panama.7z,./merra/naos_b_300b_panama.7z,./erafive/naos_b_300b_panama.7z,0.076023493,0.07036746,0.065480642,0.063714166,0.06299804,ERA-FIVE,nan,nan,nan,nan,best
495,napier_668a_new_zealand.csv,176.92,-39.483000000000004,./20cr/napier_668a_new_zealand.7z,./era20c/napier_668a_new_zealand.7z,./eraint/napier_668a_new_zealand.7z,./merra/napier_668a_new_zealand.7z,./erafive/napier_668a_new_zealand.7z,0.080652193,0.080057265,0.071057074,0.078992308,0.079618957,ERA-Interim,nan,nan,best,nan,nan
496,naples_usa.csv,-81.807,26.13,./20cr/naples_usa.7z,./era20c/naples_usa.7z,./eraint/naples_usa.7z,./merra/naples_usa.7z,./erafive/naples_usa.7z,0.08958742800000001,0.096588558,0.10969936699999999,0.09103961,0.08972172199999999,20CR,best,nan,nan,nan,nan
497,napoli_napoli_italy.csv,14.269,40.841,./20cr/napoli_napoli_italy.7z,./era20c/napoli_napoli_italy.7z,./eraint/napoli_napoli_italy.7z,./merra/napoli_napoli_italy.7z,./erafive/napoli_napoli_italy.7z,0.057290756,0.068785342,0.058950163,0.056671640999999995,0.059534635,MERRA,nan,nan,nan,best,nan
498,natal_c_202c_brazil.csv,-35.195,-5.7517,./20cr/natal_c_202c_brazil.7z,./era20c/natal_c_202c_brazil.7z,./eraint/natal_c_202c_brazil.7z,./merra/natal_c_202c_brazil.7z,./erafive/natal_c_202c_brazil.7z,0.027262069,0.028111817,0.025690146,0.026117533,0.026256887000000003,ERA-Interim,nan,nan,best,nan,nan
499,nauru_001.csv,166.91,-0.5283,./20cr/nauru_001.7z,./era20c/nauru_001.7z,./eraint/nauru_001.7z,./merra/nauru_001.7z,./erafive/nauru_001.7z,0.082247474,0.071263826,0.065766972,0.068466598,0.067770629,ERA-Interim,nan,nan,best,nan,nan
500,nawiliwili_058a_usa.csv,-159.36,21.955,./20cr/nawiliwili_058a_usa.7z,./era20c/nawiliwili_058a_usa.7z,./eraint/nawiliwili_058a_usa.7z,./merra/nawiliwili_058a_usa.7z,./erafive/nawiliwili_058a_usa.7z,0.047608309,0.040978615,0.039993675,0.039851528,0.039716304,ERA-FIVE,nan,nan,nan,nan,best
501,naze_359a_japan.csv,129.5,28.38300000000001,./20cr/naze_359a_japan.7z,./era20c/naze_359a_japan.7z,./eraint/naze_359a_japan.7z,./merra/naze_359a_japan.7z,./erafive/naze_359a_japan.7z,0.064719594,0.061576067000000005,0.05564685900000001,0.06250813599999999,0.056881213,ERA-Interim,nan,nan,best,nan,nan
