,date,surge_reconsturcted,pred_int_lower,pred_int_upper,lon,lat
0,1979-01-03 00:00:00,0.03826288730937287,-0.02313715547870785,0.09966293009745357,-64.753,17.697
1,1979-01-04 00:00:00,0.015916515310964063,-0.04552979218179099,0.07736282280371913,-64.753,17.697
2,1979-01-05 00:00:00,-0.002059020686472288,-0.06395896927288765,0.059840927899943074,-64.753,17.697
3,1979-01-06 00:00:00,0.0276387148387712,-0.03501129435847067,0.09028872403601307,-64.753,17.697
4,1979-01-07 00:00:00,0.05387306623015869,-0.00774050492752068,0.11548663738783806,-64.753,17.697
5,1979-01-08 00:00:00,0.027359721099504408,-0.03383068876499848,0.0885501309640073,-64.753,17.697
6,1979-01-09 00:00:00,0.012565568112558741,-0.04858645798950835,0.07371759421462583,-64.753,17.697
7,1979-01-10 00:00:00,0.02750471358517684,-0.03364972228665999,0.08865914945701367,-64.753,17.697
8,1979-01-11 00:00:00,0.028761474968683406,-0.03249735498875258,0.0900203049261194,-64.753,17.697
9,1979-01-12 00:00:00,0.037109140764089776,-0.02415955630594507,0.09837783783412464,-64.753,17.697
10,1979-01-13 00:00:00,0.02288985959621271,-0.03811346502719287,0.08389318421961829,-64.753,17.697
11,1979-01-14 00:00:00,0.0185979624527541,-0.0423554040477749,0.0795513289532831,-64.753,17.697
12,1979-01-15 00:00:00,0.022826174049860884,-0.038165155287092696,0.08381750338681446,-64.753,17.697
13,1979-01-16 00:00:00,0.01941462117539656,-0.041575239863094256,0.08040448221388738,-64.753,17.697
14,1979-01-17 00:00:00,0.01711914640915354,-0.04399712885337875,0.07823542167168583,-64.753,17.697
15,1979-01-18 00:00:00,0.014317016240948747,-0.04676596022945567,0.07539999271135317,-64.753,17.697
16,1979-01-19 00:00:00,0.022140591185001637,-0.038867739435197855,0.08314892180520111,-64.753,17.697
17,1979-01-20 00:00:00,0.02711502305209076,-0.033893815641247084,0.08812386174542859,-64.753,17.697
18,1979-01-21 00:00:00,0.010521324055979563,-0.0505142473815636,0.07155689549352273,-64.753,17.697
19,1979-01-22 00:00:00,0.01735659514019439,-0.04363102062219828,0.07834421090258706,-64.753,17.697
20,1979-01-23 00:00:00,0.025056300252254284,-0.03588652990911319,0.08599913041362175,-64.753,17.697
21,1979-01-24 00:00:00,0.023286218622704708,-0.03763415325536125,0.08420659050077066,-64.753,17.697
22,1979-01-25 00:00:00,0.014093256463532778,-0.046928915529157865,0.07511542845622342,-64.753,17.697
23,1979-01-26 00:00:00,0.028598301641207864,-0.03241330309549376,0.08960990637790947,-64.753,17.697
24,1979-01-27 00:00:00,0.03965652486806689,-0.021363942464444743,0.10067699220057852,-64.753,17.697
25,1979-01-28 00:00:00,0.05613198981781769,-0.004920117780287482,0.11718409741592288,-64.753,17.697
26,1979-01-29 00:00:00,0.028253685519874488,-0.032777897365602965,0.08928526840535195,-64.753,17.697
27,1979-01-30 00:00:00,0.04910156922461211,-0.01200148664098287,0.11020462509020708,-64.753,17.697
28,1979-01-31 00:00:00,0.03871371506354268,-0.022442329262130696,0.09986975938921604,-64.753,17.697
29,1979-02-01 00:00:00,0.028530643012007563,-0.03260580272439098,0.0896670887484061,-64.753,17.697
30,1979-02-02 00:00:00,0.03919267318964033,-0.021916963042860046,0.1003023094221407,-64.753,17.697
31,1979-02-03 00:00:00,0.03554043063604049,-0.0256882593603266,0.09676912063240757,-64.753,17.697
32,1979-02-04 00:00:00,0.010800832240462112,-0.05063741455437842,0.07223907903530265,-64.753,17.697
33,1979-02-05 00:00:00,0.01153916650100617,-0.049613159281818864,0.0726914922838312,-64.753,17.697
34,1979-02-06 00:00:00,0.0073534861763611065,-0.05365787840572544,0.06836485075844764,-64.753,17.697
35,1979-02-07 00:00:00,0.010162770761521306,-0.05083030851008307,0.07115585003312569,-64.753,17.697
36,1979-02-08 00:00:00,0.0005775034585753287,-0.06039575111503497,0.06155075803218564,-64.753,17.697
37,1979-02-09 00:00:00,0.00770737405358533,-0.0532976760510392,0.06871242415820987,-64.753,17.697
38,1979-02-10 00:00:00,0.006829267581036145,-0.05417980864399062,0.0678383438060629,-64.753,17.697
39,1979-02-11 00:00:00,0.03043522344729161,-0.030566538288044218,0.09143698518262744,-64.753,17.697
40,1979-02-12 00:00:00,0.02562059712915099,-0.03536816701179628,0.08660936127009827,-64.753,17.697
41,1979-02-13 00:00:00,0.024626713369723968,-0.036405039409411984,0.08565846614885991,-64.753,17.697
42,1979-02-14 00:00:00,0.04072123959614635,-0.020437626707432262,0.10188010589972496,-64.753,17.697
43,1979-02-15 00:00:00,0.053966203759613376,-0.007230440737167818,0.11516284825639456,-64.753,17.697
44,1979-02-16 00:00:00,0.0244002920169423,-0.036821648993881184,0.08562223302776578,-64.753,17.697
45,1979-02-17 00:00:00,0.011449804352052577,-0.04966017008233242,0.07255977878643757,-64.753,17.697
46,1979-02-18 00:00:00,0.011543422769705956,-0.04951621346518687,0.07260305900459878,-64.753,17.697
47,1979-02-19 00:00:00,0.018772992126469337,-0.04228490399407159,0.07983088824701026,-64.753,17.697
48,1979-02-20 00:00:00,0.011730042540593913,-0.04929602510080524,0.07275611018199307,-64.753,17.697
49,1979-02-21 00:00:00,0.023958855777695742,-0.03700863602811752,0.08492634758350899,-64.753,17.697
50,1979-02-22 00:00:00,0.02675067062025949,-0.03430850515063907,0.08780984639115805,-64.753,17.697
51,1979-02-23 00:00:00,0.020027450107608445,-0.0410923749987995,0.08114727521401639,-64.753,17.697
52,1979-02-24 00:00:00,0.009561326059848349,-0.05163764407992697,0.07076029619962368,-64.753,17.697
