the_geom,cartodb_id,location_zipcode,precinct,neighborhood_services_district,city_council_district,fire_district,source,location_street_name,land_usage,ward,neighborhood,police_district,pwd_district,location,department,queue,type,reason,subject,case_title,closure_reason,case_status,closed_dt,open_dt,longitude,latitude,case_enquiry_id
0101000020E6100000DCBA9BA73AC851C0B6D617096D2D4540,361,2134,2104,15,9,11,Constituent Call,31 Pratt St,R2,Ward 21,Allston / Brighton,D14,04,31 Pratt St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/04/2014 02:32:34 PM,-71.12858,42.35489,101001143116
0101000020E6100000050DFD135CC451C0478FDFDBF42B4540,362,2118,307,4,2,4,Self Service,250-250A Shawmut Ave,R3,Ward 3,South End,D4,1C,250-250A Shawmut Ave  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/05/2014 08:57:59 PM,-71.06812,42.34341,101001144221
0101000020E61000002BC1E270E6C351C0BD6F7CED99254540,363,2122,1604,7,3,8,Constituent Call,291 Centre St,R3,Ward 16,Dorchester,C11,07,291 Centre St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/05/2014 11:04:11 AM,-71.06094,42.29376,101001143739
0101000020E6100000587380608EC051C004560E2DB2314540,364,2128,113,1,1,1,Self Service,80 Ashley St,R1,Ward 1,East Boston,A7,09,80 Ashley St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/05/2014 09:22:14 AM,-71.00869,42.38825,101001143605
0101000020E6100000AF5FB01BB6C351C09E01F566D42A4540,365,2127,705,5,2,6,Constituent Call,385 Dorchester Ave,RC,07,South Boston / South Boston Waterfront,C6,05,385 Dorchester Ave  South Boston  MA  02127,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/05/2014 11:16:56 AM,-71.05799,42.334607,101001143751
0101000020E6100000E65C8AABCAC651C0B988EFC4AC274540,366,2130,1107,11,6,9,Constituent Call,177-179 Green St,I,Ward 11,Jamaica Plain,E13,02,177-179 Green St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/06/2014 09:59:21 AM,-71.10612,42.30996,101001144477
0101000020E61000007B6B60AB04C751C025581CCEFC264540,367,2130,1108,11,6,9,Constituent Call,3559 Washington St,R3,Ward 11,Jamaica Plain,E13,02,3559 Washington St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/06/2014 12:23:18 PM,-71.10966,42.30459,101001144681
0101000020E61000007651F4C0C7C651C08B6CE7FBA9274540,368,2130,1107,11,6,9,Constituent Call,181-187 Green St,RC,Ward 11,Jamaica Plain,E13,02,181-187 Green St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/06/2014 09:57:29 AM,-71.105942,42.309875,101001144472
0101000020E6100000A27F828B15C551C0452A8C2D04314540,369,2129,207,2,1,3,Self Service,29 Parker St,R1,Ward 2,Charlestown,A15,1A,29 Parker St  Charlestown  MA  02129,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/06/2014 05:27:04 PM,-71.07944,42.38294,101001144981
0101000020E6100000F92CCF83BBC351C03B191C25AF264540,370,2122,1506,8,3,7,Constituent Call,31 Duncan St,R2,Ward 15,Dorchester,C11,03,31 Duncan St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/07/2014 08:51:06 AM,-71.05832,42.30222,101001145225
0101000020E610000037A6272CF1C451C0A983BC1E4C284540,371,2125,1301,13,7,7,Constituent Call,21 Dacia St,R3,Ward 13,Roxbury,B2,03,21 Dacia St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/07/2014 01:38:25 PM,-71.07722,42.314823,101001145607
0101000020E6100000FBAC32535AC351C09964E42CEC2D4540,372,2109,306,3,1,3,Constituent Call,0 Milk St,E,Ward 3,Downtown / Financial District,A1,1C,0 Milk St  Boston  MA  02109,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/07/2014 12:50:00 PM,-71.052388,42.35877,101001145563
0101000020E61000002AE3DF675CC251C0949A3DD00A304540,373,2128,106,1,1,1,Constituent Call,198 London St,R3,Ward 1,East Boston,A7,09,198 London St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/07/2014 08:07:58 AM,-71.03689,42.37533,101001145143
0101000020E6100000C151F2EA1CC551C056BC9179E42B4540,374,2118,404,6,7,4,Constituent Call,62 W Rutland Sq,A,Ward 4,South End,D4,1C,62 W Rutland Sq  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/08/2014 01:21:02 PM,-71.07989,42.34291,101001146438
0101000020E61000008D800A4790C051C08BA71E6970314540,375,2128,113,1,1,1,Self Service,958 Bennington St,CM,Ward 1,East Boston,A7,09,958 Bennington St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/08/2014 12:34:04 PM,-71.008806,42.386243,101001146411
0101000020E6100000323D618907C251C0E65C8AABCA2E4540,376,2128,101,1,1,1,Self Service,462 Sumner St,CD,Ward 1,East Boston,A7,09,462 Sumner St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/10/2014 06:12:59 PM,-71.03171,42.36556,101001147104
0101000020E610000060AB048BC3C351C06631B1F9B8264540,377,2122,1506,8,3,7,Constituent Call,8 Duncan Pl,R2,Ward 15,Dorchester,C11,03,8 Duncan Pl  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/11/2014 02:33:14 PM,-71.05881,42.30252,101001147815
0101000020E61000007B4E7ADFF8C251C0ED9E3C2CD42A4540,378,2127,704,5,2,6,Constituent Call,471-473 E Fourth St,R2,Ward 7,South Boston / South Boston Waterfront,C6,05,471-473 E Fourth St  South Boston  MA  02127,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/11/2014 04:25:31 PM,-71.04644,42.3346,101001147976
0101000020E61000009D4143FF04C551C043E21E4B1F264540,379,2121,1402,8,4,7,Constituent Call,134 Norwell St,R2,Ward 14,Dorchester,B3,03,134 Norwell St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/11/2014 03:29:00 PM,-71.07843,42.29783,101001147892
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,380,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/11/2014 12:36:21 PM,-71.0587,42.3594,101001147679
0101000020E61000007155D97745C451C000529B38B9274540,381,2125,1504,8,3,7,Constituent Call,16 Fernald Ter,R2,Ward 15,Dorchester,C11,03,16 Fernald Ter  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/11/2014 09:58:10 AM,-71.06674,42.31034,101001147405
0101000020E61000008A7615527EC451C0105D50DF322B4540,383,2118,802,6,2,4,Constituent Call,81 E Brookline St,CM,Ward 8,South End,D4,1C,81 E Brookline St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 01:04:15 PM,-71.07021,42.33749,101001148685
0101000020E6100000D4F19881CAC651C0F085C954C1284540,384,2130,1901,11,6,9,Self Service,113-117 Paul Gore St,R4,Ward 19,Jamaica Plain,E13,02,113-117 Paul Gore St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 12:47:39 PM,-71.10611,42.3184,101001148665
0101000020E6100000D578E92631C851C068226C787A2D4540,385,2134,2104,15,9,11,Constituent Call,38 Pratt St,R3,Ward 21,Allston / Brighton,D14,04,38 Pratt St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 07:22:22 AM,-71.128,42.3553,101001148181
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,386,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 07:24:46 AM,-71.0587,42.3594,101001148185
0101000020E61000005AD3BCE314C151C0541D7233DC304540,387,2128,111,1,1,1,Constituent Call,66 Homer St,R1,Ward 1,East Boston,A7,09,66 Homer St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 01:55:30 PM,-71.0169,42.38172,101001148753
0101000020E6100000A226FA7C94C451C08DD5E6FF552B4540,388,2118,802,6,2,4,Self Service,1-4 Saint George St,,08,South End,D4,1C,1-4 Saint George St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,Case Closed ADCLSD: Administratively Closed,Open,,08/12/2014 09:31:20 AM,-71.071563,42.338562,101001148374
0101000020E6100000E3C281902CC851C085B69C4B712D4540,389,2134,2104,15,9,11,Constituent Call,43 Pratt St,R2,Ward 21,Allston / Brighton,D14,04,43 Pratt St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 07:24:37 AM,-71.12772,42.35502,101001148184
0101000020E610000025E99AC937C551C0E4D5390664274540,390,2121,1403,13,4,7,Constituent Call,23 Bilodeau Rd,R2,Ward 14,Roxbury,B2,03,23 Bilodeau Rd  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 09:47:20 AM,-71.08153,42.30774,101001148410
0101000020E6100000DC9DB5DB2EC851C0D3A414747B2D4540,391,2134,2104,15,9,11,Constituent Call,40 Pratt St,R1,Ward 21,Allston / Brighton,D14,04,40 Pratt St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 07:23:29 AM,-71.12786,42.35533,101001148182
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,392,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 07:28:03 AM,-71.0587,42.3594,101001148189
0101000020E610000025AFCE3120C551C0B2463D44A3274540,393,2121,1401,13,4,7,Constituent Call,93 Normandy St,R3,Ward 14,Roxbury,B2,03,93 Normandy St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 07:11:23 PM,-71.08009,42.30967,101001149015
0101000020E6100000029F1F4608C551C0B03DB324402D4540,394,2116,507,14,8,4,Self Service,251 Beacon St,CD,Ward 5,Back Bay,D4,1C,251 Beacon St  Boston  MA  02116,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 11:03:27 AM,-71.07863,42.35352,101001148536
0101000020E6100000FBAE08FEB7C051C0B69C4B7155314540,395,2128,113,1,1,1,Constituent Call,742 Bennington St,R3,Ward 1,East Boston,A7,09,742 Bennington St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 01:27:26 PM,-71.01123,42.38542,101001148715
0101000020E610000018247D5A45C451C094861A8524234540,396,2124,1611,7,3,8,Constituent Call,72-76 Richmond St,E,Ward 16,Dorchester,C11,07,72-76 Richmond St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 10:35:33 AM,-71.066733,42.274552,101001148491
0101000020E61000001B47ACC5A7C451C011E4A08499264540,397,2121,1404,8,4,7,Constituent Call,130 Rosseter St,R1,Ward 14,Dorchester,C11,03,130 Rosseter St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 09:41:37 AM,-71.07274,42.30156,101001148401
0101000020E6100000D5264EEE77C251C066666666662A4540,398,2127,702,5,2,6,Self Service,577 E Eighth St,R3,Ward 7,South Boston / South Boston Waterfront,C6,05,577 E Eighth St  South Boston  MA  02127,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 03:56:00 PM,-71.03857,42.33125,101001148905
0101000020E6100000EA95B20C71C851C010363CBD522E4540,399,2134,2202,15,9,11,Constituent Call,16 Mead St,R3,Ward 22,Allston / Brighton,D14,04,16 Mead St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/13/2014 07:14:30 AM,-71.1319,42.3619,101001149098
0101000020E61000002EFF21FDF6C351C05E11FC6F25274540,400,2122,1509,8,3,7,Constituent Call,87 Adams St,R3,Ward 15,Dorchester,C11,03,87 Adams St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/13/2014 10:39:23 AM,-71.06195,42.30583,101001149404
0101000020E6100000A06CCA15DEC351C096E7C1DD59274540,401,2122,1504,8,3,7,Constituent Call,38 East St,R3,Ward 15,Dorchester,C11,03,38 East St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/13/2014 02:44:09 PM,-71.06043,42.30743,101001149654
0101000020E610000049D74CBED9C051C0DA5031CEDF304540,402,2128,112,1,1,1,Constituent Call,182 Wordsworth St,R1,Ward 1,East Boston,A7,09,182 Wordsworth St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/13/2014 06:00:37 PM,-71.01329,42.38183,101001149796
0101000020E6100000B0C91AF510C551C0309E4143FF304540,403,2129,207,2,1,3,Self Service,32 Parker St,R4,Ward 2,Charlestown,A15,1A,32 Parker St  Charlestown  MA  02129,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/13/2014 03:55:05 PM,-71.07916,42.38279,101001149737
0101000020E6100000E6913F1878C451C097900F7A362B4540,404,2118,801,6,2,4,Constituent Call,84 E Brookline St,CM,Ward 8,South End,D4,1C,84 E Brookline St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/13/2014 02:02:00 PM,-71.06983,42.3376,101001149615
0101000020E610000032E6AE25E4C351C04D158C4AEA284540,405,2125,709,5,2,7,Constituent Call,4 Sumner St,R3,Ward 7,Dorchester,C11,03,4 Sumner St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/14/2014 01:55:13 PM,-71.0608,42.31965,101001150420
0101000020E6100000E9D495CFF2C451C06C09F9A0672B4540,406,2118,902,6,7,4,Self Service,59 Worcester St,RC,Ward 9,South End,D4,1C,59 Worcester St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/14/2014 04:43:49 PM,-71.07732,42.3391,101001150616
0101000020E61000009D077767EDC651C07862D68BA1284540,407,2130,1901,11,6,9,Constituent Call,11 Clive St,R1,Ward 19,Jamaica Plain,E13,02,11 Clive St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/14/2014 03:44:35 PM,-71.10824,42.31743,101001150557
0101000020E6100000E040481630C751C04F5DF92CCF274540,408,2130,1906,11,6,9,Constituent Call,16 Harris Ave,R2,Ward 19,Jamaica Plain,E13,02,16 Harris Ave  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/14/2014 10:46:52 AM,-71.11231,42.31101,101001150177
0101000020E61000000C0742B280C351C0D9EBDD1FEF254540,409,2122,1602,7,3,7,Constituent Call,46 Neponset Ave,R3,Ward 16,Dorchester,C11,07,46 Neponset Ave  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/14/2014 12:54:20 PM,-71.05473,42.29636,101001150352
0101000020E610000020EF552B13C251C05BCEA5B8AA304540,410,2128,109,1,1,1,Constituent Call,171 Trenton St,R3,Ward 1,East Boston,A7,09,171 Trenton St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/14/2014 02:34:23 PM,-71.03242,42.38021,101001150470
0101000020E6100000448655BC91C351C0BC22F8DF4A2A4540,411,2127,706,5,2,6,Constituent Call,371-373 Dorchester St,CM,Ward 7,South Boston / South Boston Waterfront,C6,05,371-373 Dorchester St  South Boston  MA  02127,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2014 08:44:22 AM,-71.05577,42.33041,101001150848
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,412,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2014 10:18:21 AM,-71.0587,42.3594,101001150964
0101000020E6100000C22FF5F3A6C451C0DE72F563932C4540,413,2116,402,6,2,4,Constituent Call,221 Columbus Ave,CM,Ward 4,Back Bay,D4,1C,221 Columbus Ave  Boston  MA  02116,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2014 12:26:33 PM,-71.07269,42.348248,101001151103
0101000020E6100000BF4351A04FC851C03D0AD7A3702D4540,414,2134,2104,15,9,11,Constituent Call,10 Pratt St,R2,Ward 21,Allston / Brighton,D14,04,10 Pratt St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2014 08:24:24 AM,-71.12986,42.355,101001150820
0101000020E6100000ED0DBE3099C651C026E4839ECD2A4540,415,2120,1003,14,8,9,Constituent Call,14 Wigglesworth St,R2,Ward 10,Mission Hill,B2,10A,14 Wigglesworth St  Mission Hill  MA  02120,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2014 09:18:30 AM,-71.1031,42.3344,101001150888
0101000020E61000000DFD135CACC851C0A1EE0390DA2C4540,416,2134,2107,15,9,11,Constituent Call,7 Greylock Rd,R2,Ward 21,Allston / Brighton,D14,04,7 Greylock Rd  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2014 08:23:16 AM,-71.13552,42.35042,101001150818
0101000020E61000000A11700855C851C04BCD1E68052E4540,417,2134,2201,15,9,11,Constituent Call,37 Coolidge Rd,R1,Ward 22,Allston / Brighton,D14,04,37 Coolidge Rd  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2014 09:43:33 AM,-71.13019,42.35954,101001150921
0101000020E61000009F3C2CD49AC651C0105839B4C82A4540,418,2120,1003,14,8,9,Constituent Call,8 Wigglesworth St,R4,Ward 10,Mission Hill,B2,10A,8 Wigglesworth St  Mission Hill  MA  02120,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2014 09:21:41 AM,-71.1032,42.33425,101001150893
0101000020E61000001F80D4264EC651C0DE32A7CB622A4540,419,2120,1002,14,8,9,Constituent Call,27 Delle Ave,R4,Ward 10,Mission Hill,B2,10A,27 Delle Ave  Mission Hill  MA  02120,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2014 09:26:36 AM,-71.09852,42.33114,101001150902
0101000020E610000095B20C71ACC551C0CA37DBDC98224540,420,2126,1804,9,4,8,Constituent Call,379 River St,R2,Ward 18,Greater Mattapan,B3,07,379 River St  Mattapan  MA  02126,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 01:40:08 PM,-71.08865,42.27029,101001152372
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,421,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 11:48:46 AM,-71.0587,42.3594,101001152229
0101000020E610000006D847A7AEC451C09F3C2CD49A264540,422,2121,1404,8,4,7,Self Service,125 Rosseter St,R4,Ward 14,Dorchester,C11,03,125 Rosseter St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 10:37:03 PM,-71.07316,42.3016,101001152743
0101000020E6100000A181583673C451C0016C4084B8304540,423,,1401,13,4,7,Self Service,INTERSECTION Intervale St & Normandy St,,Ward 14,Roxbury,B2,03,INTERSECTION of Intervale St & Normandy St  Dorchester  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 08:14:17 PM,-71.069532,42.380631,101001152711
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,424,2121,1208,13,7,9,Constituent Call,79 Holworthy St,,12,Dorchester,B2,10B,79 Holworthy St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 11:35:05 AM,-71.0587,42.3594,101001152208
0101000020E610000043CA4FAA7DC451C01D8EAED2DD2D4540,425,2114,511,14,8,3,Constituent Call,40 Cedar Lane Way,R2,Ward 5,Beacon Hill,A1,1B,40 Cedar Lane Way  Boston  MA  02114,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 04:39:29 PM,-71.07017,42.358332,101001152591
0101000020E61000000EDB166536C451C01A1538D9062E4540,426,2114,306,3,1,3,Constituent Call,58 S Russell St,A,Ward 3,Beacon Hill,A1,1B,58 S Russell St  Boston  MA  02114,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/16/2014 09:46:16 PM,-71.06582,42.359584,101001151623
0101000020E6100000F12E17F19DC451C07A19C5724B2B4540,427,2118,802,6,2,4,Constituent Call,11 Saint George St,CM,Ward 8,South End,D4,1C,11 Saint George St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 12:58:48 PM,-71.07214,42.33824,101001152334
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,428,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 05:15:25 PM,-71.0587,42.3594,101001152617
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,429,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 05:25:25 PM,-71.0587,42.3594,101001152630
0101000020E6100000AE122C0E67C451C090BDDEFDF1264540,430,2122,1502,8,4,7,Constituent Call,11 Topliff St,R3,Ward 15,Dorchester,C11,03,11 Topliff St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 01:50:56 PM,-71.06879,42.30426,101001152384
0101000020E6100000DF15C1FF56C451C027A089B0E1254540,431,2124,1703,9,4,8,Constituent Call,14 Alpha Rd,R1,Ward 17,Dorchester,C11,07,14 Alpha Rd  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 09:55:06 AM,-71.06781,42.29595,101001152062
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,432,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 12:15:00 PM,-71.0587,42.3594,101001152263
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,433,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 05:18:36 PM,-71.0587,42.3594,101001152621
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,434,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 11:32:39 AM,-71.0587,42.3594,101001152206
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,435,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 05:13:31 PM,-71.0587,42.3594,101001152613
0101000020E6100000C74B378941C451C07F130A1170244540,436,2124,1711,8,4,8,Constituent Call,70 Bailey St,R1,Ward 17,Dorchester,C11,07,70 Bailey St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/18/2014 01:21:35 PM,-71.0665,42.28467,101001152354
