,tg,lon,lat,num_year,num_95pcs,corrn,rmse,path
80,bundaberg-003-australia-johnhunter.csv,152.35,-24.833000000000002,25.0,101,0.4529838496477927,0.06705569775143858,./eraint/bundaberg-003-australia.csv
81,bundaberg-332a-australia-uhslc.csv,152.38,-24.767,30.0,107,0.44000087014989003,0.06872947831466263,./eraint/bundaberg-332a-australia.csv
82,burnie-005-australia-johnhunter.csv,145.91,-41.053000000000004,21.0,80,0.7718283754917064,0.06938190790568033,./eraint/burnie-005-australia.csv
83,burnie-344a-australia-uhslc.csv,145.91,-41.5,21.0,77,0.8099948117026209,0.06216896708121108,./eraint/burnie-344a-australia.csv
84,cabo_san_lucas-034a-mexico-uhslc.csv,-109.91,22.88,23.0,116,0.4059064503222573,0.03946829730016917,./eraint/cabo_san_lucas-034a-mexico.csv
85,cadiz-cadi-spain-ieo.csv,-6.2833,36.533,35.0,149,0.6660240622465788,0.06698199945530761,./eraint/cadiz-cadi-spain.csv
86,cagliari-cagliari-italy-idromare.csv,9.1143,39.21,24.0,127,0.7175971536517252,0.05338334219237708,./eraint/cagliari-cagliari-italy.csv
87,cairns-007-australia-johnhunter.csv,145.78,-16.925,21.0,92,0.6441016521700529,0.05427361343302416,./eraint/cairns-007-australia.csv
88,calais-france-refmar.csv,1.8677,50.968999999999994,33.0,80,0.7228796635841743,0.1446440113478024,./eraint/calais-.csv
89,"caldera,chile-001-glossdm-bodc.csv",-70.833,-27.066999999999997,20.0,146,0.3324933312730611,0.042745116656998164,"./eraint/caldera,chile-001.csv"
90,callao_b-093b-peru-uhslc.csv,-77.15,-12.05,35.0,219,0.2051496664316645,0.05252150721475134,./eraint/callao_b-093b-peru.csv
91,cambridgeii-usa-noaa.csv,-76.068,38.573,36.0,133,0.7575030048626366,0.09551687222683253,./eraint/cambridgeii-usa.csv
92,"campbellriver,bc-08074-canada-meds.csv",-125.25,50.042,37.0,196,0.6752284146341776,0.0996061578865987,"./eraint/campbellriver,bc-08074-canada.csv"
93,cananeia-281a-brazil-uhslc.csv,-47.925,-25.017,27.0,180,0.7617824396038703,0.1266673003224947,./eraint/cananeia-281a-brazil.csv
94,"capehatteras,u.s.a.-001-glossdm-bodc.csv",-75.635,35.223,8.0,89,0.6069934412915461,0.11162904943397592,"./eraint/capehatteras,u.s.a.-001.csv"
95,capemay-usa-noaa.csv,-74.96,38.968,35.0,126,0.7951335748425228,0.0959775401225842,./eraint/capemay-usa.csv
96,cape_ferguson-343a-australia-uhslc.csv,147.06,-19.277,22.0,87,0.7232896728339816,0.059934923825921325,./eraint/cape_ferguson-343a-australia.csv
97,"cape_may,nj-746a-usa-uhslc.csv",-74.96,38.968,35.0,123,0.7934671307457342,0.09600259414227648,"./eraint/cape_may,nj-746a-usa.csv"
98,cape_town-704a-south_africa-uhslc.csv,18.433,-33.9,32.0,90,0.7724475541643802,0.06197878192740136,./eraint/cape_town-704a-south_africa.csv
99,carloforte-carloforte-italy-idromare.csv,8.3095,39.148,12.0,129,0.7557984474202003,0.04937184605135967,./eraint/carloforte-carloforte-italy.csv
100,carnarvon-008-australia-johnhunter.csv,113.66,-24.884,27.0,72,0.7370311984894797,0.06417905131681129,./eraint/carnarvon-008-australia.csv
101,cartagena_b-265b-colombia-uhslc.csv,-75.533,10.383,36.0,284,0.2232343819295521,0.04567555156097048,./eraint/cartagena_b-265b-colombia.csv
102,cascais-209a-portugal-uhslc.csv,-9.4167,38.692,28.0,88,0.735863330513532,0.0532837868500962,./eraint/cascais-209a-portugal.csv
103,casey-130a-australia-uhslc.csv,110.53,-66.283,11.0,59,0.7606712416013229,0.06840305037299456,./eraint/casey-130a-australia.csv
104,castletownsend-835a-ireland-uhslc.csv,-9.1833,51.533,4.0,59,0.7587771541083989,0.08370935285823089,./eraint/castletownsend-835a-ireland.csv
105,catalina_b-313b-usa-uhslc.csv,-118.48,33.45,7.0,112,0.4180895747806074,0.06508286266296047,./eraint/catalina_b-313b-usa.csv
106,catania-catania-italy-idromare.csv,15.094000000000001,37.49800000000001,32.0,111,0.4015801407879914,0.06625523817135097,./eraint/catania-catania-italy.csv
107,cayenne-227a-france-uhslc.csv,-52.283,4.85,1.0,63,0.5119305738379986,0.034760791349967006,./eraint/cayenne-227a-france.csv
108,cebu-379a-philippines-uhslc.csv,123.92,10.3,15.0,106,0.28153262832385434,0.04143228833780136,./eraint/cebu-379a-philippines.csv
109,cedarkeyii-usa-noaa.csv,-83.03200000000002,29.135,19.0,155,0.7798721395032596,0.10002214241346664,./eraint/cedarkeyii-usa.csv
110,cedros_island-305a-mexico-uhslc.csv,-115.18,28.1,10.0,90,0.3123670530360593,0.051294191518013975,./eraint/cedros_island-305a-mexico.csv
111,celestun-861a-mexico-uhslc.csv,-90.40299999999999,20.858,1.0,58,0.5053479767126662,0.10987488477464444,./eraint/celestun-861a-mexico.csv
112,cendering-320a-malaysia-uhslc.csv,103.18,5.2667,28.0,262,0.6550903996288182,0.06763623162074177,./eraint/cendering-320a-malaysia.csv
113,centuri-france-med-refmar.csv,9.3498,42.966,4.0,170,0.7272558187623513,0.0654302309882219,./eraint/centuri-france.csv
114,ceuta-ceta-spain-ieo.csv,-5.3167,35.9,35.0,177,0.7307885871418893,0.04650513467023222,./eraint/ceuta-ceta-spain.csv
115,chabahar-915a-iran-uhslc.csv,60.603,25.296999999999997,6.0,137,0.35465883795485026,0.045177102463952935,./eraint/chabahar-915a-iran.csv
116,charchanga-138a-bangladesh-uhslc.csv,91.05,22.217,22.0,196,0.4650783438865001,0.1719666494070964,./eraint/charchanga-138a-bangladesh.csv
117,"charleston,or-575a-usa-uhslc.csv",-124.32,43.345,35.0,127,0.8031322989905799,0.06963856593458857,"./eraint/charleston,or-575a-usa.csv"
118,"charleston,sc-261a-usa-uhslc.csv",-79.925,32.782,35.0,134,0.7264536610152333,0.09207384503214347,"./eraint/charleston,sc-261a-usa.csv"
119,"charlottetown,pei-01700-canada-meds.csv",-63.117,46.233000000000004,36.0,95,0.6296080756589252,0.12668746134969866,"./eraint/charlottetown,pei-01700-canada.csv"
120,charlotte_amalie-255a-usa-uhslc.csv,-64.92,18.335,32.0,71,0.4036769992359299,0.029378478480700267,./eraint/charlotte_amalie-255a-usa.csv
121,chatham-079a-new_zealand-uhslc.csv,-176.56,-43.946999999999996,10.0,55,0.8432543510668472,0.055774012512927074,./eraint/chatham-079a-new_zealand.csv
122,cherbourg-france-refmar.csv,-1.6355,49.651,36.0,83,0.7851281122153891,0.08874293048823577,./eraint/cherbourg-.csv
123,chesapeake_bbt-749a-usa-uhslc.csv,-76.113,36.967,35.0,130,0.7931907336542545,0.09703755999683683,./eraint/chesapeake_bbt-749a-usa.csv
124,chichijima-japan-jma.csv,142.18,27.1,36.0,89,0.5006995609999958,0.05954753902859409,./eraint/chichijima-japan.csv
125,chittagong-124a-bangladesh-uhslc.csv,91.825,22.247,4.0,172,0.4517863805453588,0.13662598393559405,./eraint/chittagong-124a-bangladesh.csv
126,choshigyoko-japan-jma.csv,140.87,35.75,34.0,173,0.7921820349566786,0.05118159682077443,./eraint/choshigyoko-japan.csv
127,"christiansted,vi-258a-usa-uhslc.csv",-64.705,17.75,7.0,63,0.28093799706690864,0.031476901843247085,"./eraint/christiansted,vi-258a-usa.csv"
128,christmas-170a-australia-uhslc.csv,105.67,-10.417,20.0,50,-0.14935673491291784,0.08352596438608384,./eraint/christmas-170a-australia.csv
129,"christmas-b,lineis.kiribati-001-glossdm-bodc.csv",-157.48,1.985,20.0,46,0.19733213250872472,0.04565641357609705,"./eraint/christmas-b,lineis.kiribati-001.csv"
130,churchill-274a-canada-uhslc.csv,-94.18299999999999,58.766999999999996,34.0,80,0.6975530443251775,0.12249895604150365,./eraint/churchill-274a-canada.csv
131,chuuk-054a-fd._st._micronesia-uhslc.csv,151.85,7.45,13.0,77,0.2605307965318108,0.037889466815743116,./eraint/chuuk-054a-fd._st._micronesia.csv
132,cilicap_b-162b-indonesia-uhslc.csv,109.02,-7.7517,28.0,130,0.29354033230025744,0.09561441589207488,./eraint/cilicap_b-162b-indonesia.csv
133,ciudad_del_carmen-779a-mexico-uhslc.csv,-91.833,18.533,1.0,84,0.4986696579033344,0.09970610162138842,./eraint/ciudad_del_carmen-779a-mexico.csv
134,civitavecchia-civitavecchia-italy-idromare.csv,11.79,42.093999999999994,11.0,192,0.7540892568021345,0.052927499970478915,./eraint/civitavecchia-civitavecchia-italy.csv
135,"clearwater_bch,fl-773a-usa-uhslc.csv",-82.83200000000002,27.976999999999997,18.0,142,0.7487300589183317,0.07588387747474999,"./eraint/clearwater_bch,fl-773a-usa.csv"
136,"cocoa_beach,_fl-754a-usa-uhslc.csv",-80.6,28.368000000000002,2.0,72,0.5895629421293743,0.08686880834490633,"./eraint/cocoa_beach,_fl-754a-usa.csv"
137,cocos-171a-australia-uhslc.csv,96.883,-12.117,28.0,51,0.20138249737299868,0.05882211263605909,./eraint/cocos-171a-australia.csv
138,colombo_c-115c-sri_lanka-uhslc.csv,79.85,6.9333,24.0,86,0.42600761204735493,0.04600552306067426,./eraint/colombo_c-115c-sri_lanka.csv
139,concarneau-france-refmar.csv,-3.9072,47.873999999999995,15.0,82,0.7697711680005387,0.09051704372655664,./eraint/concarneau-.csv
140,cordemais-france-refmar.csv,-1.8898,47.277,29.0,89,0.6594648861419706,0.16453612891671382,./eraint/cordemais-.csv
141,"cordova_b,alaska-583b-usa-uhslc.csv",-145.75,60.558,35.0,149,0.8131112193709085,0.08633926130002369,"./eraint/cordova_b,alaska-583b-usa.csv"
142,"corpus_cristi,tx-770a-usa-uhslc.csv",-97.21700000000001,27.58,26.0,143,0.7017480840544603,0.0811421085160429,"./eraint/corpus_cristi,tx-770a-usa.csv"
143,coruna-coru-spain-ieo.csv,-8.4,43.367,33.0,83,0.7593137476616734,0.07206113099266434,./eraint/coruna-coru-spain.csv
144,cox_s_bazaar-136a-bangladesh-uhslc.csv,91.833,21.45,25.0,201,0.4049856289572599,0.17724442990958655,./eraint/cox_s_bazaar-136a-bangladesh.csv
145,"crescent_city,ca-556a-usa-uhslc.csv",-124.18,41.745,34.0,133,0.7783671337057791,0.07002382387607989,"./eraint/crescent_city,ca-556a-usa.csv"
146,cristobal-266a-panama-uhslc.csv,-79.915,9.355,33.0,165,0.4130592850165716,0.033386529853447165,./eraint/cristobal-266a-panama.csv
147,cromer-p183-uk-bodc.csv,1.3016,52.934,26.0,73,0.7026372900401091,0.16605513516921985,./eraint/cromer-p183-uk.csv
148,crotone-crotone-italy-idromare.csv,17.137,39.082,15.0,152,0.6779472073302445,0.05928503177036192,./eraint/crotone-crotone-italy.csv
149,crozet_b-178b-france-uhslc.csv,51.87,-46.425,1.0,37,0.6258660455094015,0.05959253733972021,./eraint/crozet_b-178b-france.csv
150,"culebra,_pr-219a-usa-uhslc.csv",-65.30199999999999,18.3,8.0,64,0.32460120257371805,0.029688494437971318,"./eraint/culebra,_pr-219a-usa.csv"
151,currimao-654a-philippines-uhslc.csv,120.49,17.988,2.0,56,0.5020322727578223,0.057601337540820224,./eraint/currimao-654a-philippines.csv
152,cuxhaven-germany-bsh.csv,8.7167,53.867,37.0,75,0.8212878428465595,0.2341981421529836,./eraint/cuxhaven-germany.csv
153,dakar_e-223e-senegal-uhslc.csv,-17.43,14.667,17.0,77,0.3855744305217949,0.04984199435722634,./eraint/dakar_e-223e-senegal.csv
154,dalian_a-630a-china-uhslc.csv,121.66,38.925,12.0,131,0.714900922396674,0.1065492458886752,./eraint/dalian_a-630a-china.csv
155,dallmann_c-682c-unconfirmed-uhslc.csv,-58.683,-62.233000000000004,3.0,66,0.8146052319838631,0.0801478355668502,./eraint/dallmann_c-682c-unconfirmed.csv
156,darwin-009-australia-johnhunter.csv,130.85,-12.467,27.0,100,0.3305577907733766,0.073253613267679,./eraint/darwin-009-australia.csv
157,dar_es_salaam-102a-tanzania-uhslc.csv,39.288000000000004,-6.82,3.0,78,0.02172788428473088,0.08935772688616925,./eraint/dar_es_salaam-102a-tanzania.csv
158,"dauphin_island,_al-763a-usa-uhslc.csv",-88.075,30.25,18.0,121,0.7780197315049601,0.07781641429630815,"./eraint/dauphin_island,_al-763a-usa.csv"
159,davao_b-372b-philippines-uhslc.csv,125.63,7.0833,30.0,139,0.17139791294291865,0.040214366492690515,./eraint/davao_b-372b-philippines.csv
160,"davis,australia-001-glossdm-bodc.csv",78.5,-68.0,6.0,60,0.7692228191713931,0.06119796118623466,"./eraint/davis,australia-001.csv"
161,davis-173a-australia-uhslc.csv,77.967,-68.45,17.0,61,0.770597685578841,0.06205866689603441,./eraint/davis-173a-australia.csv
162,degerby-001-finland-fmi.csv,20.385,60.032,37.0,82,0.5483914775737199,0.11936449312056875,./eraint/degerby-001-finland.csv
163,delfzijl-del-nl-rws.csv,6.9331,53.326,37.0,73,0.8130688162971842,0.21373192479675265,./eraint/delfzijl-del-nl.csv
164,denhelder-hel-nl-rws.csv,4.7464,52.965,37.0,71,0.8248201333244836,0.15716983850266425,./eraint/denhelder-hel-nl.csv
165,devonport-p002-uk-bodc.csv,-4.1852,50.368,24.0,79,0.7707618696915584,0.08301090932315305,./eraint/devonport-p002-uk.csv
166,"diegogarcia-d,uk-001-glossdm-bodc.csv",72.433,-7.2333,10.0,50,0.3322767202600456,0.04223439616152323,"./eraint/diegogarcia-d,uk-001.csv"
167,"diegoramirez,chile-001-glossdm-bodc.csv",-68.667,-56.558,1.0,49,0.6234346918805295,0.1355095869020109,"./eraint/diegoramirez,chile-001.csv"
168,diego_garcia_d-104d-united_kingdom-uhslc.csv,72.433,-7.2333,24.0,55,0.2799852317608951,0.04197626767152253,./eraint/diego_garcia_d-104d-united_kingdom.csv
169,diego_ramirez-599a-chile-uhslc.csv,-68.715,-56.508,5.0,62,0.7514257501008448,0.10398663552771134,./eraint/diego_ramirez-599a-chile.csv
170,dieppe-france-refmar.csv,1.0845,49.928999999999995,36.0,84,0.7054409589991582,0.12776273177158054,./eraint/dieppe-.csv
171,djibouti-119a-djibouti-uhslc.csv,43.14,11.607999999999999,5.0,138,0.33989326604947845,0.036554792006972266,./eraint/djibouti-119a-djibouti.csv
172,donges-france-refmar.csv,-2.0883,47.306000000000004,26.0,87,0.789490409522372,0.11189907407592307,./eraint/donges-.csv
173,dongfang-637a-china-uhslc.csv,108.62,19.1,20.0,103,0.6143620110984793,0.06687024133550483,./eraint/dongfang-637a-china.csv
174,dover-p012-uk-bodc.csv,1.3181,51.117,34.0,77,0.7433050574164776,0.1209285142843115,./eraint/dover-p012-uk.csv
175,"duck_pier,nc-260a-usa-uhslc.csv",-75.74,36.183,35.0,123,0.7858545927412366,0.09325234365988966,"./eraint/duck_pier,nc-260a-usa.csv"
176,dumont_d_urville-189a-france-uhslc.csv,140.01,-66.66199999999999,2.0,50,0.7404665447354258,0.07018429599964833,./eraint/dumont_d_urville-189a-france.csv
177,dunkerque-france-refmar.csv,2.3667,51.048,36.0,70,0.7337241350119956,0.15256782437671262,./eraint/dunkerque-.csv
178,durban-181a-south_africa-uhslc.csv,31.05,-29.866999999999997,31.0,217,0.4388445399348953,0.07811970727692477,./eraint/durban-181a-south_africa.csv
179,"dutch_harbor_b,ak-041b-usa-uhslc.csv",-166.54,53.88,32.0,76,0.8007892343562277,0.07873647604999404,"./eraint/dutch_harbor_b,ak-041b-usa.csv"
180,dzaoudi-155a-mayotte-uhslc.csv,45.257,-12.78,28.0,78,0.09559346698949027,0.07053367868903879,./eraint/dzaoudi-155a-mayotte.csv
