,tg,lon,lat,normality,trend_mm_year_reg,trend_mm_year_mk,pval_reg,pval_mk,dw,stderr,regSig,mkSig
0,abashiri_japan.csv,144.28,44.017,True,-0.2979166332506956,-0.2760115560015177,0.010035778410752958,0.0012532652508814301,1.8063273434281995,0.0001157140201528158,True,True
0,aberdeen_p038_uk.csv,-2.0745,57.143,True,0.8519507745127781,0.8186767605294235,9.984658856266362e-06,2.928184249961774e-06,1.7130286927690643,0.00019285789201389453,True,True
0,ajaccio_aspretto_france.csv,8.7628,41.923,True,0.1461478057762936,0.13351894253276947,0.08111731583251312,0.13231547321125525,1.4164992722871308,8.378883516740644e-05,False,False
0,alcudia_alcudia_spain.csv,3.1392,39.835,True,0.08457657575956957,0.0770612955628409,0.006038819993034206,0.00010859014619146734,1.820731061920044,3.0803664530901447e-05,True,True
0,ancona_ancona_italy.csv,13.505999999999998,43.625,True,0.22995280613764313,0.19711287135279038,0.04396611738996378,0.13727550404470046,1.723505532772093,0.00011415371448475115,True,False
0,andenes_001.csv,16.15,69.317,True,0.3993504380889012,0.3646929143215189,0.07184141543561541,0.002562204042253269,1.915960028693821,0.00022184634863711483,False,True
0,angra_heroismo_b_215b_portugal.csv,-27.24,38.65,True,0.032607981526956153,0.041841671452869184,0.7241572049973277,0.6759942215306072,2.106150796091414,9.239789372373149e-05,False,False
0,annapolis_navalacademy__usa.csv,-76.482,38.983,True,0.5816489117879203,0.5310718494903456,1.930912687887239e-07,4.481168203174235e-07,1.5864478236276587,0.0001117294650720924,True,True
0,bakar_bakar_I_croatia.csv,14.533,45.3,True,0.46596856076147325,0.4283810398867371,0.0018771708219102365,0.0012509019457442871,1.6797769904037854,0.0001498769595111237,True,True
0,barcelona_barcelona_spain.csv,2.1630000000000003,41.342,True,0.11217671981047367,0.12168162388314545,0.04783521456395494,0.065032787844157,1.9603057362940681,5.668842321340432e-05,True,False
0,barseback_001_sweden.csv,12.903,55.756,True,1.1538644672073584,1.1730226279821878,3.75039043861501e-09,4.119815599779031e-12,1.8966756431280776,0.00019574135817237537,True,True
0,bayonne_boucau_.csv,-1.5148,43.527,True,0.3037624624417875,0.2823036425801421,0.04548497949937913,0.0036764372782043253,1.6882255987806798,0.0001518704813792549,True,True
0,bilbao_bilbao_spain.csv,-3.05,43.357,True,0.20424809106638644,0.17780718850426133,0.15642162364505427,0.2007947411690567,1.8469206635418252,0.00014411987837221663,False,False
0,bonanza_bonanza_spain.csv,-6.34,36.8,True,0.07573901459336305,0.09202542851237037,0.6147051289017441,0.5644372336692571,1.6228939594890615,0.00015046431462131655,False,False
0,cadiz_cadi_spain.csv,-6.2833,36.533,True,0.14857648544563962,0.07573625358621994,0.2010162805913115,0.5340690545521454,2.062919625741647,0.00011619688612520205,False,False
0,cape_ferguson_343a_australia.csv,147.06,-19.277,True,0.3901488189926707,0.38261280077853005,2.8922836424409892e-05,2.938371976846099e-06,2.2416747566920323,9.32971787094428e-05,True,True
0,carloforte_carloforte_italy.csv,8.3095,39.148,True,0.09667369436783133,0.08818502976051339,0.24683457523603425,0.306506611753822,1.6935387545924705,8.34781239702982e-05,False,False
0,carnarvon_008_australia.csv,113.66,-24.884,True,0.019828612023764458,-0.00025408339024424187,0.8679092457816551,1.0,1.652285945914658,0.00011922340044542224,False,False
0,cascais_209a_portugal.csv,-9.4167,38.692,True,0.12232823092776096,0.14107557218436945,0.42448128481333425,0.31943415766388084,1.541676685750583,0.0001531647594460844,False,False
0,casey_130a_australia.csv,110.53,-66.283,True,-0.23816520257199805,-0.2640334558528736,0.07917134302806256,0.06309075861656854,1.6342512970228245,0.0001356668958706011,False,False
0,ceuta_ceta_spain.csv,-5.3167,35.9,True,0.0855591780104561,0.10681935113267062,0.2761350415846694,0.1520883484143407,1.6750201432611125,7.856365540673084e-05,False,False
0,civitavecchia_civitavecchia_italy.csv,11.79,42.094,True,0.21758956545906247,0.19573819783577787,0.08865220001607864,0.03865311671585103,1.6198825068901874,0.00012780211315803114,False,True
0,cuxhaven_germany.csv,8.7167,53.867,True,4.416129440756058,4.351682302197258,8.118176374148736e-19,2.220446049250313e-16,2.1784487736209575,0.0004985253327781462,True,True
0,davis_173a_australia.csv,77.967,-68.45,True,0.27750844249984247,0.30595925314716443,0.0007817727852152289,0.0011256589439558873,1.99933610268462,8.26122332961586e-05,True,True
0,delfzijl_del_nl.csv,6.9331,53.326,True,3.246728436517018,3.2608833014540934,3.214577506699704e-12,8.348877145181177e-14,2.1198307137643484,0.00046594779849409894,True,True
0,donges_.csv,-2.0883,47.306,True,0.6246527385911896,0.5836715494807141,0.005544244771688057,0.001663278448349459,1.6894871791511783,0.0002252149697328852,True,True
0,dumont_d_urville_189a_france.csv,140.01,-66.66199999999999,True,-0.1378991204793469,-0.11647667749788443,0.3498008448208524,0.21504550953557322,1.6315204654133626,0.000147489530292291,False,False
0,esbjerg_130121_denmark.csv,8.4333,55.467,True,2.0366743200317856,2.0634978566488256,2.5592270520617583e-05,2.7189638318603215e-07,2.05652611916449,0.00048382669012178635,True,True
0,funchal_b_218b_portugal.csv,-16.907,32.64,True,0.39371490227078054,0.35163504469313184,0.00014221154940346556,0.0038576925879223456,1.9576054740731168,0.00010349234983879918,True,True
0,gijon_gijon_spain.csv,-5.698,43.558,True,0.35576431534549696,0.277397448816602,0.01827705827428583,0.0592815932854216,1.71652915675395,0.0001507503442152365,True,False
0,gladstone_p234_uk.csv,-3.018,53.45,True,1.1435591312961677,1.1396736473366091,3.176464334419731e-09,2.0031158623368128e-05,2.0700827136968463,0.00019309673436851592,True,True
0,goteborgtorshamnen_005_sweden.csv,11.8,57.683,True,1.6979511936119698,1.7595150276560254,2.141141009762428e-09,0.0,1.9906001112583531,0.000283619581152574,True,True
0,heimsjoe_001_norway.csv,9.1014,63.425,True,0.28674368965428987,0.30597527399212066,0.14418721184548258,0.061752187088975896,1.8715513129530286,0.0001963494394800379,False,False
0,honningsvaag_002_norway.csv,25.97300000000001,70.98,True,0.6279697782206474,0.6576138352918351,0.0014904355223028902,1.2272564748005976e-05,1.6440688832506205,0.00019768990806185222,True,True
0,hornbaek_838a_denmark.csv,12.467,56.1,True,1.2422975529679916,1.2340055512485604,8.937852683480492e-10,9.413723134343854e-10,1.8554372484666337,0.00020274770189344666,True,True
0,"horta,azores_212a_portugal.csv",-28.622,38.533,True,0.31250997450359713,0.31929631242482576,0.00017850376269942117,0.0010674057992836605,2.200807495720502,8.338839591399055e-05,True,True
0,huelva_huelva_spain.csv,-6.834,37.132,True,0.4012244723453615,0.36854328834940026,0.046724346333697556,0.012502401406299324,1.6554895500333777,0.00020174296834695528,True,True
