,date,surge_reconsturcted,pred_int_lower,pred_int_upper,lon,lat
0,1900-01-03 00:00:00,0.09887843119656904,-0.05699609476162311,0.2547529571547612,14.533,45.3
1,1900-01-04 00:00:00,0.15244939486098225,-0.0036174515807864127,0.3085162413027509,14.533,45.3
2,1900-01-05 00:00:00,0.23559510359344082,0.07967858868953587,0.3915116184973458,14.533,45.3
3,1900-01-06 00:00:00,0.2787680635606625,0.12220163938192583,0.4353344877393992,14.533,45.3
4,1900-01-07 00:00:00,0.08551023665817094,-0.07086818302647628,0.24188865634281814,14.533,45.3
5,1900-01-08 00:00:00,0.20006509591623933,0.043500062428847186,0.3566301294036315,14.533,45.3
6,1900-01-09 00:00:00,0.10648214805815179,-0.04947345148641616,0.26243774760271976,14.533,45.3
7,1900-01-10 00:00:00,0.06831752653399026,-0.08735662343922343,0.22399167650720395,14.533,45.3
8,1900-01-11 00:00:00,0.04893721159526484,-0.10682093041278179,0.20469535360331148,14.533,45.3
9,1900-01-12 00:00:00,0.01716910822680734,-0.13932431882928478,0.17366253528289946,14.533,45.3
10,1900-01-13 00:00:00,0.10801103119608502,-0.04946930015004938,0.2654913625422194,14.533,45.3
11,1900-01-14 00:00:00,0.17278234650107327,0.016011672889003792,0.32955302011314275,14.533,45.3
12,1900-01-15 00:00:00,0.13723976042237293,-0.01864793158929176,0.2931274524340376,14.533,45.3
13,1900-01-16 00:00:00,0.1163402499691839,-0.03928098154759729,0.2719614814859651,14.533,45.3
14,1900-01-17 00:00:00,0.10988584096451862,-0.04597841162011235,0.2657500935491496,14.533,45.3
15,1900-01-18 00:00:00,0.12122077244035251,-0.03460524884259894,0.277046793723304,14.533,45.3
16,1900-01-19 00:00:00,0.059220525470668015,-0.09666429132720726,0.21510534226854328,14.533,45.3
17,1900-01-20 00:00:00,0.02114805852564596,-0.13628706843275165,0.1785831854840436,14.533,45.3
18,1900-01-21 00:00:00,0.015165253587348063,-0.1409740611426536,0.17130456831734975,14.533,45.3
19,1900-01-22 00:00:00,-0.04536044690794516,-0.2011237294852154,0.11040283566932507,14.533,45.3
20,1900-01-23 00:00:00,0.00018511779034367792,-0.15574851950867974,0.15611875508936712,14.533,45.3
21,1900-01-24 00:00:00,0.003495349680545115,-0.1523522582647206,0.15934295762581085,14.533,45.3
22,1900-01-25 00:00:00,0.05366474455966444,-0.1021887686177256,0.2095182577370545,14.533,45.3
23,1900-01-26 00:00:00,0.010067608921777563,-0.1468098183240149,0.16694503616757,14.533,45.3
24,1900-01-27 00:00:00,0.006125930797986137,-0.15224170420983113,0.16449356580580338,14.533,45.3
25,1900-01-28 00:00:00,0.1879307845912457,0.03178229721736661,0.3440792719651248,14.533,45.3
26,1900-01-29 00:00:00,0.4348191406496655,0.27545520008134305,0.5941830812179879,14.533,45.3
27,1900-01-30 00:00:00,0.340820732861922,0.1815963345004365,0.5000451312234075,14.533,45.3
28,1900-01-31 00:00:00,0.396996786342408,0.23961926219863366,0.5543743104861822,14.533,45.3
29,1900-02-01 00:00:00,0.17712185721715387,0.02138639734180925,0.3328573170924985,14.533,45.3
30,1900-02-02 00:00:00,0.14005325218338113,-0.01627057538736379,0.2963770797541261,14.533,45.3
31,1900-02-03 00:00:00,0.28737594805811273,0.13068430601935194,0.4440675900968735,14.533,45.3
32,1900-02-04 00:00:00,0.3578680023759027,0.20140172642976695,0.5143342783220385,14.533,45.3
33,1900-02-05 00:00:00,0.104564317117562,-0.05107155033908961,0.2602001845742136,14.533,45.3
34,1900-02-06 00:00:00,0.19430939567889252,0.03858807988091281,0.35003071147687226,14.533,45.3
35,1900-02-07 00:00:00,0.23336716903452784,0.07763665766823419,0.3890976804008215,14.533,45.3
36,1900-02-08 00:00:00,0.14287440818943448,-0.012681813506972894,0.29843062988584185,14.533,45.3
37,1900-02-09 00:00:00,0.08782894583083137,-0.06787366138127016,0.2435315530429329,14.533,45.3
38,1900-02-10 00:00:00,0.09945175124890963,-0.05666479936435555,0.25556830186217483,14.533,45.3
39,1900-02-11 00:00:00,0.1610814619164756,0.005210740881922971,0.3169521829510282,14.533,45.3
40,1900-02-12 00:00:00,0.1706021456064095,0.014915711883367183,0.32628857932945177,14.533,45.3
41,1900-02-13 00:00:00,0.1539332255192018,-0.0018048056900689113,0.3096712567284725,14.533,45.3
42,1900-02-14 00:00:00,0.1556987732971832,-3.008651682095964e-06,0.3114005552460485,14.533,45.3
43,1900-02-15 00:00:00,0.22529460693496334,0.0688030067999206,0.3817862070700061,14.533,45.3
44,1900-02-16 00:00:00,0.027651306211256763,-0.1291443100475546,0.1844469224700681,14.533,45.3
45,1900-02-17 00:00:00,0.16530665378737802,0.00944062861412362,0.3211726789606324,14.533,45.3
46,1900-02-18 00:00:00,0.0793892816488492,-0.0763095166463923,0.2350880799440907,14.533,45.3
47,1900-02-19 00:00:00,0.14281008444750448,-0.012912355224095146,0.29853252411910414,14.533,45.3
48,1900-02-20 00:00:00,0.22935986668136077,0.07321115057916316,0.3855085827835584,14.533,45.3
49,1900-02-21 00:00:00,0.4492433012300798,0.29056667134787917,0.6079199311122804,14.533,45.3
50,1900-02-22 00:00:00,0.2538814139781591,0.09691029404078805,0.41085253391553017,14.533,45.3
51,1900-02-23 00:00:00,0.08461769224419843,-0.07116352337711679,0.24039890786551366,14.533,45.3
52,1900-02-24 00:00:00,0.043549243683981755,-0.11216683756032528,0.19926532492828877,14.533,45.3
53,1900-02-25 00:00:00,0.01172937937054623,-0.14392160815014432,0.1673803668912368,14.533,45.3
