,tg,lon,lat,normality,trend_mm_year_reg,trend_mm_year_mk,pval_reg,pval_mk,dw,stderr,regSig,mkSig
0,abashiri_japan.csv,144.28,44.017,True,-0.20159410532560432,-0.1748327759625145,0.3164321926391259,0.24411348501506147,1.6629814223889212,0.00020122855948178706,False,False
0,aberdeen_p038_uk.csv,-2.0745,57.143,True,0.9380436347755186,1.04654912362843,0.01094911672970854,0.0004557384290870825,1.7128446058052356,0.00036868167234598573,True,True
0,ajaccio_aspretto_france.csv,8.7628,41.923,True,-0.0625821448096646,-0.0792985048589216,0.6625044449254374,0.5631367156336176,1.401763196873048,0.0001433863985462698,False,False
0,alcudia_alcudia_spain.csv,3.1392,39.835,True,0.11038138198528748,0.08210471506504492,0.03573365722342188,0.028721404609912682,1.7590265932558677,5.256393315804068e-05,True,True
0,ancona_ancona_italy.csv,13.505999999999998,43.625,True,0.003871653771380095,-0.09501328103126593,0.9811163314375596,0.644899095496736,1.829287107137149,0.00016357226037002284,False,False
0,andenes_001.csv,16.15,69.317,True,0.21056273479979318,0.17082397507249142,0.5096933115439203,0.5188800672565694,2.01186705365534,0.00031936575845216333,False,False
0,angra_heroismo_b_215b_portugal.csv,-27.24,38.65,True,-0.14096193406451774,-0.1682960706012846,0.3103598300529271,0.32643469804619674,2.0733726848264897,0.0001389516798640364,False,False
0,annapolis_navalacademy__usa.csv,-76.482,38.983,True,0.24075167429523617,0.16465286652938377,0.19107253805489,0.2871185065645243,1.6686677511853358,0.0001841435746032502,False,False
0,arcachon_eyrac_.csv,-1.1636,44.665,True,0.4498426437754133,0.5486987640962562,0.23200995743089892,0.02309166365125681,1.5452803879772876,0.0003763752209279577,False,True
0,auckland_070a_new_zealand.csv,174.77,-36.85,True,0.3945992287973585,0.3481670740724038,0.0007155483518678793,0.003933657920313971,1.6275288224883309,0.0001166228002404943,True,True
0,bakar_bakar_I_croatia.csv,14.533,45.3,True,0.4480847910779214,0.4476246550348734,0.12434378171462554,0.14272474927123513,1.6416731857259241,0.00029157116250784476,False,False
0,barcelona_barcelona_spain.csv,2.1630000000000003,41.342,True,0.0265252368115036,0.03999259223208434,0.7858863305942871,0.6984241148340729,1.9351872252368927,9.764264621847857e-05,False,False
0,barmouth_p923_uk.csv,-4.0452,52.719,True,0.9130861446664922,1.0980733585493148,0.013050662439747085,0.004003270243328805,2.0245420470678206,0.00036782633856413514,True,True
0,barseback_001_sweden.csv,12.903,55.756,True,1.297967419302872,1.2975431915382956,5.424657665064216e-05,8.019415437710009e-05,1.902244501597161,0.0003215549016163325,True,True
